Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\ObservationWells"
 
Branch,OW100,OW157,OW159,OW167,OW169,OW181,OW188,OW209,OW22,OW233,OW234,OW235,OW236,OW237,OW238,OW239,OW240,OW241,OW242,OW243,OW244,OW249,OW29,OW35,OW36,OW43,OW48,OW51,OW83,OW87,OW97
"Aug 1983",685.568,700.888,685.317,711.548,703.963,715.023,715.46,705.902,663.373,665.321,663.437,671.884,680.879,678.299,681.216,680.879,681.764,681.764,684.611,673.345,675.941,731.928,613.688,676.264,703.745,692.715,715.438,726.501,701.385,700.261,700.649
"Sep 1983",685.541,700.853,685.116,711.46,703.849,714.922,715.335,705.899,663.1,665.216,663.251,671.809,680.708,678.199,681.09,680.708,681.532,681.532,684.367,673.222,675.908,731.928,613.592,676.245,702.074,692.724,715.414,726.513,701.363,700.259,700.581
"Oct 1983",685.506,700.817,684.921,711.377,703.737,714.82,715.208,705.886,662.843,665.121,663.09,671.739,680.549,678.106,680.973,680.549,681.315,681.315,684.127,673.113,675.875,731.917,613.513,676.226,700.513,692.727,715.385,726.524,701.333,700.234,700.514
"Nov 1983",685.467,700.779,684.733,711.292,703.619,714.715,715.134,705.866,662.585,665.135,663.526,671.669,680.39,678.013,680.849,680.39,681.089,681.089,683.879,673.001,675.843,731.897,613.443,676.205,701.112,692.731,715.353,726.533,701.299,700.205,700.453
"Dec 1983",685.43,700.741,684.562,711.214,703.505,714.616,715.093,705.846,662.342,665.197,663.816,671.606,680.243,677.926,680.737,680.243,680.881,680.881,683.655,672.903,675.812,731.873,613.392,676.185,701.568,692.738,715.325,726.542,701.267,700.183,700.409
"Jan 1984",685.393,700.701,684.392,711.135,703.386,714.517,715.067,705.824,662.098,665.286,664.093,671.544,680.098,677.84,680.627,680.098,680.677,680.677,683.439,672.811,675.781,731.845,613.341,676.164,701.952,692.746,715.299,726.552,701.237,700.166,700.37
"Feb 1984",685.357,700.66,684.228,711.057,703.268,714.42,715.048,705.804,661.86,665.402,664.492,671.487,679.959,677.757,680.522,679.959,680.485,680.485,683.238,672.727,675.751,731.813,613.297,676.144,702.255,692.753,715.276,726.561,701.21,700.15,700.337
"Mar 1984",685.325,700.622,684.081,710.986,703.157,714.334,715.033,705.786,661.643,665.498,664.587,671.437,679.835,677.682,680.428,679.835,680.314,680.314,683.06,672.655,675.724,731.783,613.263,676.125,702.464,692.76,715.256,726.57,701.188,700.141,700.313
"Apr 1984",685.293,700.581,683.929,710.909,703.039,714.245,715.017,705.77,661.417,665.59,664.672,671.387,679.709,677.605,680.332,679.709,680.14,680.14,682.88,672.583,675.696,731.749,613.228,676.105,702.655,692.764,715.235,726.579,701.167,700.133,700.294
"May 1984",685.265,700.542,683.789,710.838,702.926,714.163,715.002,705.759,661.206,665.669,664.728,671.343,679.594,677.534,680.244,679.594,679.98,679.98,682.715,672.519,675.671,731.717,613.213,676.087,702.792,692.771,715.219,726.589,701.152,700.138,700.289
"Jun 1984",685.239,700.502,683.648,710.764,702.809,714.084,714.987,705.752,660.995,665.743,664.791,671.301,679.479,677.464,680.156,679.479,679.823,679.823,682.551,672.458,675.645,731.685,613.197,676.07,702.909,692.777,715.205,726.601,701.14,700.15,700.29
"Jul 1984",685.216,700.464,683.52,710.696,702.698,714.01,714.916,705.748,660.797,665.652,663.768,671.263,679.374,677.399,680.076,679.374,679.678,679.678,682.394,672.403,675.622,731.655,613.198,676.056,700.978,692.783,715.195,726.614,701.128,700.167,700.285
"Aug 1984",685.194,700.425,683.392,710.623,702.583,713.936,714.881,705.741,660.596,665.55,663.574,671.226,679.269,677.334,679.994,679.269,679.531,679.531,682.228,672.35,675.599,731.621,613.179,676.041,699.239,692.784,715.183,726.627,701.115,700.179,700.276
"Sep 1984",685.171,700.385,683.265,710.547,702.468,713.859,714.795,705.727,660.399,665.454,663.425,671.19,679.165,677.27,679.914,679.165,679.385,679.385,682.057,672.298,675.576,731.578,613.144,676.025,697.637,692.777,715.168,726.638,701.097,700.174,700.251
"Oct 1984",685.148,700.346,683.14,710.475,702.358,713.781,714.688,705.707,660.211,665.366,663.291,671.157,679.068,677.21,679.838,679.068,679.246,679.246,681.888,672.251,675.555,731.53,613.109,676.008,696.112,692.762,715.15,726.648,701.074,700.158,700.219
"Nov 1984",685.122,700.305,683.009,710.399,702.244,713.699,714.622,705.68,660.021,665.39,663.741,671.122,678.965,677.148,679.75,678.965,679.091,679.091,681.703,672.191,675.533,731.474,613.074,675.99,696.844,692.746,715.129,726.657,701.047,700.136,700.185
"Dec 1984",685.098,700.267,682.882,710.328,702.133,713.62,714.583,705.653,659.842,665.467,664.108,671.089,678.868,677.09,679.67,678.868,678.947,678.947,681.534,672.138,675.512,731.417,613.049,675.973,697.426,692.733,715.11,726.665,701.023,700.12,700.161
"Jan 1985",685.073,700.227,682.752,710.254,702.02,713.54,714.556,705.625,659.661,665.592,664.652,671.057,678.769,677.03,679.59,678.769,678.803,678.803,681.368,672.087,675.49,731.356,613.023,675.955,697.935,692.72,715.089,726.673,700.999,700.104,700.141
"Feb 1985",685.049,700.187,682.625,710.182,701.907,713.461,714.534,705.598,659.484,665.705,664.786,671.026,678.674,676.972,679.512,678.674,678.664,678.664,681.212,672.039,675.469,731.294,613,675.937,698.359,692.707,715.069,726.681,700.977,700.089,700.129
"Mar 1985",685.027,700.151,682.513,710.117,701.806,713.392,714.516,705.575,659.328,665.792,664.836,671,678.589,676.921,679.444,678.589,678.543,678.543,681.078,671.998,675.45,731.239,612.983,675.921,698.656,692.695,715.051,726.688,700.96,700.079,700.124
"Apr 1985",685.004,700.113,682.394,710.046,701.695,713.317,714.497,705.553,659.159,665.879,664.917,670.973,678.499,676.865,679.371,678.499,678.414,678.414,680.938,671.953,675.43,731.177,612.968,675.904,698.96,692.682,715.032,726.695,700.943,700.071,700.123
"May 1985",684.982,700.076,682.282,709.98,701.589,713.248,714.479,705.536,659,665.953,664.969,670.948,678.415,676.813,679.302,678.415,678.293,678.293,680.808,671.913,675.411,731.12,612.957,675.888,699.199,692.67,715.015,726.703,700.929,700.069,700.127
"Jun 1985",684.96,700.037,682.17,709.914,701.481,713.177,714.458,705.519,658.839,666.022,665.027,670.925,678.331,676.761,679.234,678.331,678.174,678.174,680.68,671.872,675.392,731.061,612.942,675.871,699.412,692.656,714.998,726.711,700.917,700.065,700.129
"Jul 1985",684.94,700.001,682.065,709.851,701.378,713.109,714.379,705.504,658.687,665.908,663.865,670.904,678.252,676.713,679.17,678.252,678.061,678.061,680.556,671.834,675.374,731.004,612.931,675.856,697.471,692.639,714.982,726.719,700.902,700.06,700.118
"Aug 1985",684.919,699.964,681.957,709.784,701.272,713.039,714.336,705.486,658.534,665.794,663.719,670.882,678.172,676.663,679.105,678.172,677.946,677.946,680.424,671.795,675.355,730.943,612.92,675.84,695.699,692.618,714.966,726.727,700.887,700.055,700.109
"Sep 1985",684.899,699.927,681.85,709.719,701.167,712.969,714.245,705.463,658.385,665.691,663.601,670.861,678.093,676.615,679.041,678.093,677.832,677.832,680.287,671.757,675.337,730.881,612.909,675.825,694.048,692.594,714.95,726.735,700.869,700.048,700.094
"Oct 1985",684.88,699.893,681.747,709.658,701.068,712.901,714.137,705.438,658.246,665.601,663.485,670.841,678.019,676.569,678.979,678.019,677.722,677.722,680.15,671.721,675.32,730.818,612.904,675.811,692.461,692.568,714.934,726.744,700.848,700.044,700.078
"Nov 1985",684.86,699.858,681.637,709.594,700.965,712.83,714.07,705.409,658.106,665.621,663.924,670.819,677.94,676.522,678.908,677.94,677.597,677.597,679.998,671.673,675.301,730.751,612.892,675.797,693.161,692.543,714.919,726.752,700.825,700.038,700.061
"Dec 1985",684.84,699.824,681.532,709.533,700.867,712.762,714.029,705.379,657.973,665.72,664.568,670.797,677.863,676.477,678.842,677.863,677.479,677.479,679.857,671.63,675.283,730.684,612.88,675.783,693.726,692.521,714.903,726.76,700.803,700.031,700.048
"Jan 1986",684.82,699.79,681.424,709.468,700.766,712.691,713.997,705.348,657.838,665.833,664.842,670.775,677.785,676.43,678.775,677.785,677.36,677.36,679.718,671.586,675.265,730.614,612.866,675.769,694.234,692.5,714.887,726.768,700.781,700.021,700.038
"Feb 1986",684.8,699.755,681.318,709.407,700.665,712.622,713.972,705.318,657.706,665.932,664.936,670.754,677.707,676.383,678.71,677.707,677.244,677.244,679.586,671.545,675.246,730.545,612.856,675.755,694.669,692.48,714.871,726.775,700.761,700.013,700.036
"Mar 1986",684.782,699.724,681.225,709.358,700.575,712.561,713.952,705.293,657.589,666.007,664.969,670.735,677.639,676.342,678.653,677.639,677.142,677.142,679.473,671.508,675.229,730.483,612.849,675.743,694.974,692.463,714.857,726.782,700.745,700.009,700.041
"Apr 1986",684.765,699.691,681.124,709.305,700.477,712.497,713.932,705.27,657.464,666.082,665.046,670.716,677.565,676.297,678.591,677.565,677.034,677.034,679.354,671.47,675.21,730.418,612.855,675.731,695.305,692.447,714.846,726.791,700.73,700.012,700.054
"May 1986",684.752,699.66,681.031,709.258,700.383,712.442,713.919,705.256,657.349,666.147,665.089,670.699,677.496,676.255,678.533,677.496,676.933,676.933,679.246,671.434,675.193,730.364,612.882,675.723,695.576,692.437,714.841,726.803,700.721,700.036,700.082
"Jun 1986",684.74,699.63,680.938,709.209,700.288,712.388,713.906,705.246,657.235,666.207,665.142,670.683,677.428,676.214,678.475,677.428,676.833,676.833,679.138,671.399,675.175,730.31,612.892,675.716,695.832,692.429,714.838,726.816,700.716,700.06,700.108
"Jul 1986",684.729,699.601,680.851,709.164,700.197,712.335,713.824,705.235,657.129,666.053,663.789,670.668,677.364,676.175,678.422,677.364,676.739,676.739,679.035,671.366,675.159,730.259,612.901,675.709,693.3,692.418,714.835,726.829,700.708,700.078,700.114
"Aug 1986",684.716,699.57,680.762,709.112,700.104,712.277,713.701,705.219,657.019,665.897,663.582,670.653,677.298,676.134,678.366,677.298,676.642,676.642,678.923,671.333,675.141,730.202,612.89,675.702,690.938,692.397,714.829,726.84,700.69,700.08,700.101
"Sep 1986",684.701,699.539,680.671,709.058,700.011,712.214,713.56,705.195,656.909,665.756,663.411,670.636,677.232,676.094,678.31,677.232,676.544,676.544,678.802,671.298,675.123,730.141,612.875,675.693,689.795,692.369,714.82,726.851,700.663,700.071,700.079
"Oct 1986",684.687,699.51,680.583,709.009,699.922,712.152,713.422,705.168,656.805,665.632,663.247,670.62,677.168,676.055,678.257,677.168,676.449,676.449,678.681,671.266,675.107,730.081,612.877,675.686,689.54,692.34,714.813,726.862,700.63,700.066,700.061
"Nov 1986",684.671,699.48,680.49,708.958,699.831,712.086,713.348,705.136,656.701,665.642,663.775,670.601,677.1,676.016,678.193,677.1,676.338,676.338,678.544,671.22,675.089,730.016,612.868,675.679,690.1,692.31,714.806,726.873,700.593,700.058,700.046
"Dec 1986",684.656,699.451,680.398,708.906,699.743,712.022,713.31,705.102,656.601,665.725,664.312,670.582,677.034,675.977,678.133,677.034,676.233,676.233,678.415,671.179,675.071,729.952,612.857,675.672,690.526,692.285,714.799,726.884,700.559,700.049,700.035
"Jan 1987",684.638,699.421,680.302,708.852,699.651,711.956,713.291,705.066,656.499,665.849,664.806,670.563,676.965,675.936,678.073,676.965,676.126,676.126,678.288,671.137,675.052,729.883,612.844,675.664,690.928,692.263,714.79,726.894,700.527,700.037,700.025
"Feb 1987",684.62,699.391,680.207,708.797,699.56,711.892,713.279,705.031,656.399,665.959,664.93,670.543,676.896,675.895,678.013,676.896,676.021,676.021,678.167,671.097,675.032,729.815,612.832,675.656,691.282,692.242,714.78,726.903,700.497,700.023,700.019
"Mar 1987",684.604,699.365,680.122,708.749,699.479,711.837,713.272,705.003,656.311,666.04,664.966,670.526,676.835,675.858,677.961,676.835,675.929,675.929,678.062,671.061,675.015,729.755,612.833,675.649,691.526,692.226,714.773,726.912,700.475,700.017,700.021
"Apr 1987",684.588,699.336,680.03,708.695,699.388,711.778,713.267,704.976,656.217,666.12,665.049,670.508,676.768,675.818,677.903,676.768,675.829,675.829,677.953,671.023,674.995,729.692,612.833,675.643,691.816,692.21,714.767,726.922,700.454,700.016,700.028
"May 1987",684.572,699.309,679.943,708.644,699.302,711.725,713.262,704.953,656.129,666.187,665.092,670.491,676.705,675.779,677.849,676.705,675.735,675.735,677.851,670.987,674.976,729.634,612.838,675.637,692.054,692.197,714.762,726.933,700.439,700.019,700.044
"Jun 1987",684.557,699.281,679.855,708.591,699.213,711.671,713.255,704.933,656.038,666.248,665.146,670.475,676.641,675.739,677.793,676.641,675.641,675.641,677.751,670.95,674.956,729.576,612.839,675.63,692.289,692.182,714.757,726.944,700.425,700.02,700.061
"Jul 1987",684.541,699.254,679.772,708.542,699.128,711.618,713.17,704.912,655.952,666.072,663.689,670.46,676.581,675.702,677.741,676.581,675.552,675.552,677.653,670.915,674.937,729.52,612.832,675.624,689.928,692.162,714.752,726.954,700.408,700.017,700.062
"Aug 1987",684.523,699.226,679.686,708.49,699.041,711.558,713.035,704.885,655.863,665.89,663.412,670.444,676.519,675.663,677.688,676.519,675.461,675.461,677.549,670.879,674.918,729.458,612.817,675.616,689.484,692.132,714.744,726.962,700.383,700,700.045
"Sep 1987",684.502,699.198,679.599,708.44,698.955,711.495,712.88,704.85,655.776,665.724,663.187,670.427,676.457,675.625,677.635,676.457,675.369,675.369,677.441,670.844,674.898,729.393,612.802,675.607,689.391,692.093,714.734,726.97,700.349,699.996,700.018
"Oct 1987",684.481,699.171,679.516,708.393,698.872,711.43,712.722,704.81,655.693,665.573,662.977,670.41,676.398,675.588,677.584,676.398,675.281,675.281,677.335,670.81,674.879,729.327,612.788,675.599,689.362,692.048,714.725,726.978,700.309,699.991,699.987
"Nov 1987",684.457,699.143,679.426,708.339,698.785,711.359,712.637,704.761,655.607,665.577,663.58,670.39,676.334,675.549,677.523,676.334,675.178,675.178,677.214,670.763,674.86,729.255,612.77,675.589,689.763,692.001,714.713,726.984,700.264,699.983,699.955
"Dec 1987",684.433,699.116,679.339,708.287,698.702,711.29,712.596,704.711,655.525,665.642,663.968,670.369,676.271,675.51,677.465,676.271,675.08,675.08,677.101,670.72,674.842,729.183,612.759,675.578,689.987,691.959,714.701,726.99,700.223,699.973,699.931
"Jan 1988",684.408,699.088,679.249,708.235,698.616,711.221,712.576,704.66,655.443,665.773,664.654,670.347,676.206,675.47,677.408,676.206,674.981,674.981,676.988,670.678,674.822,729.11,612.749,675.568,690.15,691.922,714.689,726.996,700.185,699.963,699.913
"Feb 1988",684.382,699.061,679.16,708.182,698.531,711.153,712.569,704.612,655.361,665.895,664.853,670.326,676.142,675.429,677.351,676.142,674.883,674.883,676.879,670.636,674.802,729.037,612.74,675.557,690.275,691.89,714.678,727.002,700.15,699.952,699.9
"Mar 1988",684.358,699.036,679.078,708.134,698.451,711.093,712.565,704.569,655.286,665.988,664.914,670.306,676.082,675.392,677.299,676.082,674.794,674.794,676.781,670.598,674.784,728.97,612.734,675.547,690.346,691.863,714.667,727.008,700.123,699.942,699.892
"Apr 1988",684.333,699.009,678.992,708.082,698.367,711.031,712.563,704.528,655.208,666.075,664.995,670.287,676.019,675.352,677.244,676.019,674.7,674.7,676.68,670.558,674.763,728.902,612.73,675.536,690.45,691.838,714.656,727.014,700.098,699.931,699.887
"May 1988",684.309,698.984,678.911,708.033,698.287,710.974,712.56,704.493,655.135,666.145,665.039,670.268,675.96,675.314,677.192,675.96,674.612,674.612,676.586,670.52,674.744,728.839,612.73,675.526,690.527,691.816,714.648,727.021,700.078,699.921,699.888
"Jun 1988",684.286,698.958,678.829,707.982,698.205,710.919,712.557,704.461,655.062,666.209,665.095,670.25,675.899,675.274,677.139,675.899,674.522,674.522,676.492,670.482,674.723,728.778,612.736,675.517,690.619,691.795,714.64,727.028,700.064,699.913,699.895
"Jul 1988",684.265,698.935,678.752,707.935,698.127,710.867,712.472,704.433,654.994,666.026,663.606,670.234,675.842,675.238,677.089,675.842,674.438,674.438,676.401,670.445,674.703,728.722,612.743,675.509,689.548,691.773,714.635,727.036,700.048,699.906,699.898
"Aug 1988",684.243,698.909,678.673,707.885,698.047,710.811,712.334,704.399,654.923,665.831,663.275,670.216,675.783,675.2,677.038,675.783,674.351,674.351,676.307,670.408,674.682,728.662,612.739,675.5,689.355,691.741,714.629,727.044,700.023,699.898,699.884
"Sep 1988",684.219,698.884,678.595,707.835,697.968,710.75,712.172,704.359,654.852,665.649,663.01,670.197,675.725,675.162,676.987,675.725,674.265,674.265,676.211,670.37,674.66,728.6,612.731,675.49,689.312,691.701,714.622,727.052,699.989,699.889,699.859
"Oct 1988",684.195,698.86,678.52,707.786,697.892,710.688,712.007,704.313,654.786,665.483,662.767,670.178,675.669,675.125,676.938,675.669,674.182,674.182,676.117,670.332,674.639,728.539,612.727,675.48,689.296,691.655,714.615,727.059,699.949,699.879,699.83
"Nov 1988",684.168,698.836,678.441,707.734,697.814,710.62,711.902,704.259,654.718,665.454,663.263,670.156,675.608,675.087,676.876,675.608,674.081,674.081,676.006,670.278,674.617,728.473,612.717,675.469,689.487,691.607,714.606,727.065,699.904,699.867,699.797
"Dec 1988",684.142,698.812,678.365,707.684,697.739,710.554,711.834,704.203,654.653,665.481,663.571,670.133,675.548,675.049,676.82,675.548,673.987,673.987,675.903,670.229,674.594,728.409,612.71,675.459,689.551,691.562,714.597,727.071,699.861,699.855,699.769
"Jan 1989",684.114,698.787,678.287,707.633,697.662,710.486,711.787,704.145,654.586,665.533,663.795,670.109,675.486,675.01,676.764,675.486,673.892,673.892,675.8,670.179,674.57,728.343,612.702,675.448,689.58,691.52,714.588,727.078,699.818,699.841,699.744
"Feb 1989",684.086,698.763,678.21,707.582,697.586,710.419,711.751,704.088,654.521,665.589,663.952,670.085,675.425,674.971,676.709,675.425,673.799,673.799,675.7,670.131,674.546,728.276,612.697,675.436,689.588,691.483,714.579,727.084,699.777,699.827,699.722
"Mar 1989",684.061,698.741,678.141,707.536,697.517,710.361,711.721,704.037,654.463,665.639,664.086,670.063,675.37,674.935,676.661,675.37,673.717,673.717,675.612,670.089,674.524,728.217,612.693,675.426,689.565,691.453,714.571,727.089,699.742,699.815,699.705
"Apr 1989",684.032,698.717,678.066,707.486,697.442,710.297,711.692,703.983,654.399,665.702,664.292,670.039,675.31,674.896,676.608,675.31,673.628,673.628,675.517,670.043,674.499,728.152,612.688,675.414,689.574,691.424,714.562,727.095,699.706,699.8,699.688
"May 1989",684.005,698.694,677.996,707.441,697.371,710.238,711.665,703.935,654.339,665.751,664.326,670.018,675.254,674.86,676.559,675.254,673.544,673.544,675.428,669.999,674.476,728.092,612.69,675.403,689.567,691.401,714.555,727.101,699.675,699.787,699.676
"Jun 1989",683.978,698.67,677.926,707.397,697.299,710.179,711.639,703.888,654.277,665.795,664.382,669.996,675.198,674.823,676.51,675.198,673.461,673.461,675.339,669.956,674.451,728.031,612.689,675.391,689.568,691.381,714.548,727.108,699.645,699.773,699.665
"Jul 1989",683.951,698.648,677.862,707.36,697.232,710.121,711.417,703.839,654.221,665.448,662.192,669.976,675.146,674.79,676.465,675.146,673.383,673.383,675.257,669.916,674.429,727.974,612.692,675.381,689.218,691.35,714.543,727.115,699.607,699.76,699.641
"Aug 1989",683.922,698.626,677.796,707.317,697.163,710.053,711.074,703.776,654.162,664.999,660.89,669.954,675.093,674.755,676.418,675.093,673.304,673.304,675.172,669.874,674.405,727.914,612.691,675.37,689.172,691.296,714.537,727.122,699.554,699.745,699.597
"Sep 1989",683.89,698.603,677.731,707.273,697.095,709.976,710.68,703.697,654.105,664.546,659.877,669.93,675.04,674.721,676.372,675.04,673.225,673.225,675.089,669.831,674.38,727.855,612.687,675.358,689.163,691.224,714.531,727.128,699.492,699.729,699.541
"Oct 1989",683.857,698.582,677.668,707.231,697.029,709.893,710.282,703.604,654.052,664.122,658.992,669.903,674.989,674.687,676.327,674.989,673.15,673.15,675.01,669.79,674.357,727.799,612.693,675.348,689.158,691.147,714.526,727.135,699.43,699.713,699.485
"Nov 1989",683.822,698.559,677.601,707.18,696.96,709.8,710.088,703.495,653.996,664.04,660.471,669.871,674.933,674.65,676.27,674.933,673.058,673.058,674.914,669.73,674.331,727.74,612.687,675.336,689.431,691.069,714.52,727.142,699.366,699.694,699.431
"Dec 1989",683.786,698.538,677.536,707.133,696.892,709.709,710.016,703.386,653.943,664.109,661.434,669.838,674.878,674.614,676.218,674.878,672.973,672.973,674.826,669.674,674.305,727.684,612.683,675.325,689.558,691,714.514,727.148,699.309,699.676,699.389
"Jan 1990",683.749,698.516,677.47,707.085,696.823,709.619,710.011,703.275,653.888,664.249,662.131,669.802,674.821,674.577,676.166,674.821,672.887,672.887,674.738,669.618,674.279,727.626,612.678,675.313,689.627,690.939,714.508,727.154,699.256,699.657,699.356
"Feb 1990",683.711,698.494,677.404,707.037,696.754,709.535,710.043,703.17,653.834,664.415,662.63,669.767,674.764,674.539,676.115,674.764,672.803,672.803,674.653,669.562,674.251,727.57,612.674,675.3,689.658,690.888,714.502,727.16,699.21,699.638,699.331
"Mar 1990",683.678,698.474,677.346,706.998,696.693,709.465,710.086,703.082,653.786,664.563,662.953,669.735,674.714,674.505,676.07,674.714,672.728,672.728,674.578,669.512,674.226,727.521,612.673,675.289,689.65,690.852,714.497,727.165,699.175,699.621,699.314
"Apr 1990",683.641,698.452,677.282,706.981,696.626,709.393,710.142,702.995,653.733,664.719,663.243,669.702,674.658,674.467,676.022,674.658,672.647,672.647,674.497,669.457,674.199,727.469,612.671,675.277,689.666,690.821,714.492,727.171,699.142,699.603,699.3
"May 1990",683.606,698.432,677.222,706.959,696.562,709.331,710.198,702.921,653.684,664.856,663.456,669.672,674.606,674.432,675.976,674.606,672.571,672.571,674.421,669.405,674.172,727.42,612.674,675.265,689.665,690.801,714.488,727.177,699.117,699.587,699.292
"Jun 1990",683.572,698.411,677.161,706.933,696.497,709.272,710.254,702.855,653.635,664.986,663.637,669.642,674.553,674.395,675.929,674.553,672.494,672.494,674.344,669.353,674.144,727.372,612.68,675.253,689.671,690.789,714.485,727.184,699.097,699.571,699.288
"Jul 1990",683.541,698.391,677.104,706.906,696.438,709.22,710.181,702.797,653.591,664.862,662.476,669.615,674.504,674.361,675.886,674.504,672.422,672.422,674.272,669.304,674.117,727.33,612.693,675.243,689.275,690.777,714.485,727.192,699.076,699.558,699.282
"Aug 1990",683.509,698.372,677.047,706.876,696.376,709.164,710.027,702.738,653.545,664.65,661.673,669.588,674.453,674.326,675.842,674.453,672.348,672.348,674.198,669.253,674.089,727.286,612.698,675.233,689.209,690.756,714.485,727.201,699.045,699.545,699.262
"Sep 1990",683.476,698.352,676.99,706.843,696.316,709.103,709.831,702.672,653.5,664.416,661.073,669.561,674.403,674.29,675.798,674.403,672.275,672.275,674.125,669.202,674.062,727.241,612.697,675.222,689.195,690.722,714.484,727.209,699.006,699.531,699.231
"Oct 1990",683.442,698.333,676.935,706.81,696.258,709.039,709.622,702.602,653.456,664.185,660.564,669.533,674.354,674.256,675.755,674.354,672.205,672.205,674.054,669.153,674.034,727.197,612.69,675.211,689.188,690.678,714.482,727.216,698.963,699.517,699.194
"Nov 1990",683.406,698.312,676.875,706.772,696.197,708.968,709.535,702.522,653.409,664.177,661.57,669.502,674.299,674.218,675.699,674.299,672.117,672.117,673.966,669.086,674.005,727.148,612.677,675.197,689.444,690.628,714.477,727.221,698.918,699.501,699.155
"Dec 1990",683.371,698.292,676.818,706.735,696.139,708.9,709.521,702.444,653.363,664.268,662.239,669.471,674.246,674.181,675.648,674.246,672.035,672.035,673.885,669.024,673.977,727.101,612.67,675.184,689.58,690.583,714.472,727.227,698.878,699.485,699.128
"Jan 1991",683.335,698.271,676.759,706.696,696.08,708.832,709.549,702.367,653.317,664.407,662.733,669.439,674.191,674.143,675.597,674.191,671.952,671.952,673.804,668.961,673.947,727.053,612.662,675.17,689.662,690.544,714.467,727.232,698.842,699.468,699.108
"Feb 1991",683.3,698.25,676.7,706.656,696.022,708.769,709.598,702.296,653.27,664.558,663.095,669.408,674.136,674.105,675.548,674.136,671.871,671.871,673.725,668.9,673.916,727.006,612.657,675.156,689.707,690.513,714.461,727.237,698.811,699.452,699.094
"Mar 1991",683.268,698.232,676.648,706.62,695.97,708.715,709.649,702.237,653.229,664.689,663.334,669.38,674.087,674.07,675.505,674.087,671.799,671.799,673.656,668.846,673.889,726.964,612.655,675.143,689.71,690.492,714.457,727.242,698.789,699.438,699.087
"Apr 1991",683.234,698.212,676.59,706.58,695.914,708.66,709.71,702.179,653.184,664.827,663.554,669.351,674.033,674.033,675.457,674.033,671.722,671.722,673.581,668.788,673.859,726.919,612.652,675.129,689.733,690.476,714.453,727.247,698.769,699.422,699.082
