,0
802,3.0716
803,0.8009
804,2.7523
805,2.3554
806,0.2148
807,2.1553
808,3.3769
809,0.034
810,1.8817
811,2.063
812,1.3086
813,2.8465
814,1.8201
815,1.6587
816,1.1971
817,2.67
818,0.0494
819,0.5502
820,0.0392
821,2.5033
822,0.7572
823,1.9689
824,2.9136
825,1.4897
826,0.6867
827,0.7519
828,1.9949
829,3.2362
830,0.4169
831,3.4788
832,2.5095
833,2.2164
834,3.1847
835,1.5627
836,2.6698
837,1.6635
838,0.357
839,1.335
840,1.8448
841,3.345
842,3.1703
843,3.145
844,2.9253
845,3.2246
846,1.793
847,0.5037
848,2.6057
849,1.4318
850,0.8227
851,2.9754
852,1.385
853,2.0378
854,1.7661
855,2.2859
856,3.2416
857,3.3414
858,3.2746
859,1.9993
860,1.9975
861,0.5031
862,3.0057
863,0.1764
864,0.1392
865,1.377
866,3.303
867,2.1392
868,2.0178
869,1.0613
870,0.8197
871,0.9253
872,3.1169
873,0.2748
874,1.8586
875,3.1155
876,0.8772
877,1.899
878,2.659
879,0.6472
880,3.1957
881,0.1286
882,0.3473
883,2.2447
884,0.1226
885,3.132
886,2.3446
887,0.3065
888,3.4352
889,3.2356
890,1.3597
891,0.8552
892,2.8803
893,3.0904
894,0.1432
895,0.8617
896,0.2043
897,1.46
898,1.3495
899,2.9909
900,2.0026
901,2.1161
902,0.2238
903,1.1589
904,1.524
905,0.1975
906,1.038
907,0.7349
908,1.3017
909,0.099
910,0.3919
911,2.4145
912,2.2753
913,3.1495
914,2.124
915,1.0036
916,2.2233
917,0.9379
918,0.7956
919,0.7749
920,3.2932
921,2.2451
922,3.1887
923,1.1552
924,3.3021
925,1.6996
926,1.6686
927,0.2108
928,1.9127
929,2.5278
930,1.5072
931,0.7524
932,1.5686
933,1.9781
934,2.2361
935,2.8147
936,0.3065
937,1.7379
938,2.2042
939,2.4068
940,1.1307
941,2.0749
942,0.5279
943,2.2099
944,0.6372
945,3.0935
946,1.595
947,2.5508
948,2.962
949,3.0594
950,0.6845
951,2.448
952,2.2861
953,2.9097
954,1.5112
955,2.157
956,2.9473
957,3.1063
958,1.2092
959,1.3497
960,2.7374
961,3.3604
962,1.7757
963,2.5022
964,0.7826
965,2.8856
966,3.1784
967,2.6404
968,0.119
969,1.3854
970,2.9114
971,1.7514
972,2.667
973,2.2621
974,0.7413
975,3.2572
976,1.3446
977,2.3164
978,3.2828
979,3.4933
980,3.3414
981,1.1416
982,0.175
983,1.2394
984,2.0084
985,2.6721
986,3.0758
987,2.0334
988,1.4517
989,3.4756
990,0.5868
991,2.7908
992,2.9216
993,0.5818
994,1.105
995,0.4999
996,2.9194
997,0.2147
998,0.3236
999,0.9658
1000,0.2038
1001,3.2537
1002,2.8318
1003,2.3818
1004,2.4218
1005,0.3989
1006,0.4311
1007,3.3124
1008,1.5318
1009,1.2716
1010,1.8073
1011,3.2935
1012,1.572
1013,2.426
1014,0.9703
1015,0.9612
1016,0.1717
1017,1.5228
1018,2.8712
1019,2.5846
1020,0.7851
1021,2.0244
1022,1.0856
1023,1.5375
1024,2.6003
1025,0.0975
1026,1.2229
1027,2.9744
1028,1.3094
1029,0.3506
1030,0.1502
1031,0.4464
1032,2.974
1033,0.2011
1034,1.7135
1035,1.9665
1036,3.383
1037,0.9638
1038,1.3265
1039,2.8656
1040,3.4161
1041,0.2503
1042,2.8632
1043,0.5001
1044,1.1734
1045,0.6143
1046,1.0803
1047,0.8393
1048,0.9726
1049,3.0266
1050,0.524
1051,0.7275
1052,1.8701
1053,1.2987
1054,1.227
1055,0.743
1056,0.6513
1057,2.9832
1058,0.3511
1059,1.0427
1060,1.7245
1061,1.199
1062,1.6146
1063,0.4964
1064,3.0524
1065,2.1462
1066,3.1107
1067,1.5016
1068,1.8264
1069,0.567
1070,0.5735
1071,2.6424
1072,1.6886
1073,2.9133
1074,1.7613
1075,2.9562
1076,1.5474
1077,1.4805
1078,0.2989
1079,1.4137
1080,2.7727
1081,0.6334
1082,3.4981
1083,2.8888
1084,1.9173
1085,1.7065
1086,1.8949
1087,1.3647
1088,1.2751
1089,2.3594
1090,0.252
1091,3.1221
1092,1.5511
1093,2.5621
1094,1.4862
1095,0.5993
1096,2.9051
1097,0.3196
1098,0.9537
1099,0.145
1100,1.3327
1101,0.8316
1102,0.7153
1103,1.6373
1104,3.1718
1105,1.7501
1106,2.8812
1107,0.9875
1108,2.7423
1109,0.5195
1110,0.2237
1111,1.0218
1112,2.1128
1113,1.2384
1114,2.7589
1115,1.1832
1116,0.2834
1117,1.5663
1118,2.8993
1119,2.6829
1120,3.1433
1121,0.268
1122,2.057
1123,0.4545
1124,0.5027
1125,1.5295
1126,2.7986
1127,2.2821
1128,1.9713
1129,2.3087
1130,3.3119
1131,2.9729
1132,1.7697
1133,0.7461
1134,2.6602
1135,2.1667
1136,2.2512
1137,2.579
1138,1.5834
1139,1.0978
1140,2.4896
1141,1.4448
1142,0.8591
1143,2.8299
1144,3.0619
1145,0.9282
1146,1.0487
1147,1.4098
1148,1.6128
1149,1.4378
1150,3.0456
1151,1.1795
1152,1.538
1153,2.8189
1154,1.9898
1155,2.6704
1156,0.4628
1157,0.2427
1158,2.2909
1159,1.8253
1160,1.535
1161,0.7567
1162,2.6123
1163,1.4068
1164,3.4995
1165,2.6745
1166,0.6204
1167,1.8368
1168,3.4866
1169,0.0426
1170,2.0094
1171,1.7015
1172,0.0632
1173,2.0101
1174,1.4014
1175,2.4523
1176,3.4709
1177,2.9089
1178,2.39
1179,0.0993
1180,2.2436
1181,0.9043
1182,1.3928
1183,0.0996
1184,2.2727
1185,0.1501
1186,0.217
1187,2.1508
1188,0.2528
1189,3.2463
1190,1.9538
1191,0.6407
1192,1.7807
1193,0.8147
1194,0.8472
1195,0.5486
1196,2.8975
1197,0.5153
1198,1.9976
1199,2.0232
1200,1.5357
1201,0.115
1202,1.4957
1203,2.1723
1204,1.6977
1205,1.3123
1206,2.3086
1207,1.8537
1208,3.1212
1209,2.5097
1210,1.8108
1211,0.9114
1212,2.4947
1213,2.1657
1214,0.1126
1215,0.2134
1216,2.2774
1217,2.4174
1218,3.4035
1219,2.2047
1220,0.6217
1221,1.8567
1222,1.994
1223,0.1203
1224,0.6554
1225,0.2748
1226,2.4776
1227,2.2915
1228,1.3894
1229,3.4692
1230,2.3097
1231,2.6622
1232,2.9989
1233,2.4676
1234,2.8831
1235,0.5513
1236,0.4482
1237,0.5961
1238,1.7602
1239,2.3413
1240,2.9004
1241,2.5747
1242,2.4627
1243,0.2049
1244,0.1478
1245,1.651
1246,1.8375
1247,1.0833
1248,3.1943
1249,0.3757
1250,2.2361
1251,1.0792
1252,0.7746
1253,1.031
1254,2.9946
1255,1.4123
1256,0.8927
1257,0.5004
1258,3.2038
1259,2.8274
1260,0.0287
1261,0.1166
1262,3.453
1263,2.5534
1264,2.9779
1265,3.4233
1266,1.3884
1267,2.1931
1268,1.9451
1269,0.8198
1270,2.3937
1271,0.8015
1272,1.3682
1273,1.3586
1274,0.111
1275,2.0864
1276,2.7179
1277,2.4974
1278,2.5436
1279,0.4473
1280,0.1178
1281,2.2328
1282,2.9666
1283,1.6888
1284,0.646
1285,1.5302
1286,0.0844
1287,1.3484
1288,2.0238
1289,0.1197
1290,2.9153
1291,0.7399
1292,1.2198
1293,1.3021
1294,1.5197
1295,0.5987
1296,1.2939
1297,0.4087
1298,0.5403
1299,3.2941
1300,1.6737
1301,0.584
1302,0.2878
1303,2.341
1304,2.8691
1305,2.7613
1306,3.2115
1307,1.3502
1308,3.2725
1309,1.7454
1310,1.2233
1311,1.3012
1312,0.2913
1313,2.973
1314,1.4544
1315,0.0566
1316,1.26
1317,2.4955
1318,2.3764
1319,0.9876
1320,1.2823
1321,2.2757
1322,2.9783
1323,1.3571
1324,3.4433
1325,2.995
1326,1.0948
1327,3.061
1328,2.2974
1329,1.5005
1330,2.041
1331,0.0922
1332,1.69
1333,2.8449
1334,0.5702
1335,0.1963
1336,1.3924
1337,1.4548
1338,3.2464
1339,0.4442
1340,2.3286
1341,0.4408
1342,3.4117
1343,0.7494
1344,2.1488
1345,0.3026
1346,3.1666
1347,0.6873
1348,3.2334
1349,3.3605
1350,0.2713
1351,1.15
1352,2.1279
1353,2.8937
1354,0.2263
1355,1.8104
1356,2.1525
1357,3.1534
1358,2.7281
1359,3.237
1360,2.4438
1361,0.1807
1362,3.2944
1363,1.9763
1364,0.4933
1365,2.8569
1366,0.2989
1367,3.0125
1368,1.8095
1369,2.7835
1370,3.2634
1371,1.2845
1372,1.5758
1373,1.5323
1374,1.5291
1375,2.4884
1376,1.8962
1377,3.1553
1378,0.991
1379,1.2011
1380,0.0497
1381,1.0829
1382,1.7435
1383,2.1406
1384,0.6296
1385,1.2133
1386,1.7803
1387,1.4448
1388,0.1424
1389,0.3969
1390,3.2638
1391,0.6493
1392,2.9656
1393,2.8717
1394,3.4831
1395,0.9881
1396,1.6724
1397,1.7532
1398,1.8792
1399,1.0978
1400,2.0266
1401,0.5123
1402,2.5149
1403,2.4559
1404,1.9568
1405,2.6028
1406,1.1311
1407,2.152
1408,1.7495
1409,1.574
1410,3.4415
1411,1.3965
1412,2.9259
1413,0.4771
1414,3.2055
1415,2.4036
1416,0.5654
1417,1.6759
1418,2.2982
1419,2.2911
1420,3.2682
1421,0.5286
1422,0.1898
1423,0.4495
1424,0.4736
1425,1.9232
1426,0.8295
1427,2.3279
1428,0.616
1429,2.1975
1430,2.0385
1431,0.4426
1432,1.0514
1433,3.2976
1434,3.1876
1435,2.2026
1436,2.4715
1437,0.5234
1438,2.1277
1439,2.9413
1440,1.8709
1441,2.3977
1442,3.3131
1443,3.0453
1444,2.9464
1445,0.7899
1446,2.5197
1447,1.5861
1448,1.7569
1449,1.4194
1450,2.3975
1451,2.0467
1452,2.4576
1453,0.7298
1454,0.1111
1455,2.2786
1456,2.5571
1457,2.5735
1458,2.946
1459,2.8644
1460,1.9423
1461,0.3129
1462,1.211
1463,0.806
1464,1.095
1465,1.2532
1466,0.4013
1467,2.6945
1468,1.0259
1469,0.3542
1470,0.8304
1471,1.191
1472,2.7103
1473,0.0601
1474,1.0384
1475,3.335
1476,2.014
1477,3.432
1478,2.4306
1479,0.9844
1480,0.1255
1481,3.266
1482,3.4758
1483,2.5826
1484,1.2957
1485,0.534
1486,0.057
1487,2.7548
1488,0.4426
1489,0.3779
1490,2.4499
1491,1.6663
1492,0.7621
1493,1.1067
1494,1.0997
1495,3.0107
1496,1.5502
1497,0.2409
1498,0.5309
1499,2.3623
1500,2.0715
1501,3.4468
1502,0.4278
1503,2.7032
1504,1.141
1505,2.3793
1506,0.1773
1507,0.6496
1508,1.8784
1509,1.9814
1510,2.1109
1511,2.1954
1512,3.2293
1513,3.0366
1514,3.1269
1515,2.5116
1516,3.3171
1517,1.3403
1518,1.0344
1519,2.4801
1520,2.0699
1521,0.8999
1522,2.8135
1523,1.872
1524,1.1099
1525,2.4556
1526,1.0841
1527,0.8266
1528,3.4348
1529,3.4397
1530,3.4889
1531,3.0365
1532,2.5759
1533,0.1913
1534,3.4608
1535,2.1863
1536,0.9274
1537,2.3365
1538,1.9151
1539,0.8203
1540,1.9429
1541,1.5852
1542,1.0037
1543,0.7689
1544,2.6083
1545,3.0051
1546,0.5559
1547,0.9382
1548,1.8259
1549,0.3323
1550,3.2334
1551,1.3337
1552,3.458
1553,1.1314
1554,0.976
1555,1.2117
1556,2.8826
1557,2.0303
1558,2.0186
1559,3.163
1560,3.0775
1561,0.4485
1562,3.1528
1563,3.3047
1564,0.2032
1565,2.1198
1566,2.2379
1567,0.3106
1568,0.9368
1569,0.1104
1570,2.2135
1571,1.3854
1572,2.5856
1573,0.3388
1574,0.8165
1575,1.1618
1576,2.6869
1577,3.0066
1578,2.6279
1579,1.1452
1580,2.8029
1581,2.9772
1582,2.2105
1583,0.1724
1584,3.0207
1585,1.4924
1586,0.3621
1587,0.6473
1588,0.1984
1589,1.5473
1590,0.0103
1591,2.0908
1592,1.5199
1593,2.8269
1594,0.0472
1595,0.1797
1596,3.0756
1597,2.5703
1598,3.0553
1599,0.8775
1600,2.7158
1601,1.6916
1602,2.786
1603,0.6293
1604,3.2356
1605,3.4677
1606,3.4106
1607,1.6589
1608,1.4658
1609,2.1706
1610,1.6089
1611,0.5179
1612,1.602
1613,1.1622
1614,0.1178
1615,0.2411
1616,2.1924
1617,3.0283
1618,3.2647
1619,2.7314
1620,2.7202
1621,3.218
1622,0.9718
1623,2.1794
1624,3.0249
1625,2.7782
1626,2.4095
1627,1.9712
1628,0.7279
1629,0.7089
1630,2.1599
1631,2.6658
1632,2.046
1633,0.7962
1634,1.4486
1635,0.1148
1636,1.3859
1637,1.282
1638,0.02
1639,3.3753
1640,2.011
1641,2.5867
1642,0.7451
1643,1.0024
1644,0.1951
1645,3.1399
1646,3.185
1647,3.2731
1648,1.8143
1649,0.6549
1650,0.5171
1651,2.1676
1652,1.5725
1653,0.6086
1654,1.4474
1655,1.107
1656,1.1775
1657,3.1131
1658,2.7079
1659,2.777
1660,2.129
1661,1.8994
1662,1.4449
1663,0.9435
1664,2.897
1665,2.2776
1666,2.4998
1667,0.5208
1668,2.4111
1669,1.2525
1670,2.4568
1671,0.5375
1672,1.4532
1673,2.6019
1674,2.3299
1675,2.9026
1676,2.2691
1677,0.4164
1678,0.2248
1679,2.3556
1680,1.333
1681,0.9615
1682,0.3678
1683,0.5747
1684,1.1702
1685,3.3503
1686,0.2614
1687,3.1193
1688,0.1197
1689,0.462
1690,1.4415
1691,2.9206
1692,1.5657
1693,2.0731
1694,2.2122
1695,0.9666
1696,2.5377
1697,3.3635
1698,3.326
1699,3.0549
1700,0.0881
1701,3.364
1702,2.7755
1703,2.2928
1704,1.9064
1705,1.0252
1706,2.5854
1707,0.4284
1708,3.2231
1709,2.5682
1710,1.8801
1711,1.7463
1712,2.7319
1713,0.3817
1714,0.2275
1715,0.5801
1716,1.1535
1717,3.2082
1718,1.6905
1719,1.5146
1720,1.0918
1721,0.1755
1722,3.2836
1723,1.1378
1724,1.0718
1725,2.4956
1726,2.6595
1727,3.1644
1728,0.5605
1729,1.4286
1730,3.288
1731,2.8547
1732,3.2808
1733,3.1738
1734,0.9841
1735,1.6887
1736,2.5595
1737,0.9515
1738,0.9241
1739,1.0432
1740,0.8941
1741,3.2609
1742,1.309
1743,2.386
1744,1.5335
1745,0.0776
1746,3.2099
1747,0.4739
1748,1.1277
1749,2.6074
1750,2.5819
1751,2.1674
1752,2.6659
1753,1.8775
1754,1.0749
1755,1.3184
1756,3.2342
1757,2.4876
1758,0.1005
1759,1.3296
1760,3.4959
1761,0.1333
1762,1.7441
1763,3.3255
1764,3.4708
1765,3.0939
1766,1.5141
1767,2.9027
1768,0.3511
1769,2.2607
1770,1.5863
1771,0.9725
1772,2.4327
1773,1.8578
1774,2.6212
1775,2.2588
1776,1.3615
1777,0.8357
1778,1.8338
1779,1.39
1780,2.5111
1781,1.4378
1782,0.0341
1783,2.6287
1784,0.413
1785,2.7974
1786,1.8028
1787,0.254
1788,0.5682
1789,0.7062
1790,0.8981
1791,1.8339
1792,0.5737
1793,2.2076
1794,1.3849
1795,1.2981
1796,1.1214
1797,2.7296
1798,2.1816
1799,0.0301
1800,0.5156
1801,1.2983
1802,1.8931
1803,0.7988
1804,0.3915
1805,0.2454
1806,2.334
1807,0.9731
1808,3.4717
1809,0.9034
1810,0.755
1811,3.1895
1812,0.9605
1813,2.4447
1814,2.5914
1815,0.2514
1816,2.5696
1817,2.4205
1818,1.7312
1819,1.2476
1820,3.0575
1821,0.2579
1822,1.3631
1823,1.9222
1824,3.096
1825,1.1019
1826,1.3651
1827,2.7586
1828,2.7769
1829,0.2394
1830,0.5519
1831,2.5465
1832,1.9717
1833,2.2007
1834,3.2433
1835,0.1051
1836,2.4848
1837,3.3629
1838,0.3067
1839,1.1823
1840,2.0911
1841,2.8934
1842,1.4658
1843,0.9215
1844,1.4861
1845,1.3296
1846,1.6995
1847,0.7945
1848,2.6256
1849,0.0223
1850,0.8616
1851,0.4598
1852,2.6329
1853,1.2995
1854,1.0965
1855,1.1122
1856,1.4287
1857,3.0143
1858,0.4796
1859,0.5089
1860,1.803
1861,2.4658
1862,2.3533
1863,1.7172
1864,3.4499
1865,1.8398
1866,2.9562
1867,0.8372
1868,0.2372
1869,2.4295
1870,3.1074
1871,0.1886
1872,0.4345
1873,3.1127
1874,0.0337
1875,3.0444
1876,0.0102
1877,2.339
1878,0.2566
1879,0.7868
1880,2.389
1881,0.5537
1882,0.0312
1883,0.1418
1884,1.1006
1885,2.6098
1886,0.5349
1887,1.3061
1888,3.0488
1889,1.3078
1890,0.9537
1891,2.3488
1892,0.7035
1893,2.6958
1894,2.2948
1895,1.0393
