Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\ObservationWells"
 
Branch,OW100,OW157,OW159,OW167,OW169,OW181,OW188,OW209,OW22,OW233,OW234,OW235,OW236,OW237,OW238,OW239,OW240,OW241,OW242,OW243,OW244,OW249,OW29,OW35,OW36,OW43,OW48,OW51,OW83,OW87,OW97
"Aug 1983",686.826,700.647,686.524,710.946,705.237,712.777,714.706,705.788,662.903,665.628,664.227,674.005,682.744,680.171,683.456,682.744,684.415,684.415,686.89,676.497,676.491,731.897,613.654,675.223,706.049,693.451,716.41,727.143,700.929,700.842,700.985
"Sep 1983",686.838,700.603,686.5,710.838,705.224,712.572,714.585,705.797,662.676,665.633,664.228,674.061,682.758,680.234,683.474,682.758,684.396,684.396,686.862,676.528,676.521,731.898,613.588,675.196,705.668,693.454,716.402,727.259,700.886,700.889,701.139
"Oct 1983",686.856,700.561,686.482,710.734,705.206,712.385,714.469,705.803,662.467,665.645,664.218,674.112,682.775,680.292,683.494,682.775,684.384,684.384,686.84,676.56,676.552,731.89,613.523,675.178,705.321,693.445,716.394,727.372,700.845,700.931,701.232
"Nov 1983",686.952,700.519,686.469,710.626,705.181,712.203,714.364,705.808,662.261,665.754,664.965,674.163,682.795,680.35,683.516,682.795,684.377,684.377,686.825,676.592,676.585,731.876,613.456,675.167,705.23,693.432,716.388,727.493,700.805,700.977,701.322
"Dec 1983",687.031,700.479,686.462,710.522,705.154,712.038,714.264,705.813,662.069,665.87,665.123,674.211,682.816,680.405,683.539,682.816,684.376,684.376,686.819,676.625,676.619,731.859,613.401,675.162,705.098,693.416,716.384,727.611,700.77,701.026,701.404
"Jan 1984",687.091,700.439,686.46,710.416,705.121,711.877,714.16,705.818,661.879,665.99,665.218,674.26,682.841,680.46,683.565,682.841,684.38,684.38,686.818,676.661,676.655,731.837,613.345,675.163,704.939,693.394,716.379,727.735,700.736,701.077,701.481
"Feb 1984",687.139,700.399,686.463,710.311,705.085,711.724,714.056,705.823,661.695,666.106,665.3,674.31,682.868,680.515,683.592,682.868,684.388,684.388,686.823,676.697,676.693,731.812,613.292,675.167,704.769,693.365,716.375,727.858,700.703,701.127,701.549
"Mar 1984",687.177,700.364,686.468,710.213,705.049,711.587,713.958,705.827,661.527,666.211,665.367,674.356,682.895,680.566,683.619,682.895,684.399,684.399,686.83,676.732,676.73,731.785,613.251,675.173,704.604,693.334,716.372,727.974,700.673,701.175,701.609
"Apr 1984",687.215,700.327,686.477,710.109,705.007,711.448,713.854,705.83,661.354,666.32,665.45,674.405,682.925,680.619,683.648,682.925,684.414,684.414,686.841,676.771,676.771,731.753,613.203,675.181,704.43,693.297,716.369,728.096,700.641,701.227,701.666
"May 1984",687.252,700.293,686.488,710.01,704.965,711.321,713.754,705.832,661.19,666.424,665.522,674.453,682.956,680.67,683.677,682.956,684.432,684.432,686.855,676.81,676.812,731.719,613.173,675.191,704.263,693.259,716.367,728.214,700.61,701.285,701.719
"Jun 1984",687.289,700.259,686.5,709.909,704.92,711.195,713.652,705.834,661.026,666.528,665.601,674.503,682.988,680.722,683.708,682.988,684.452,684.452,686.87,676.851,676.856,731.682,613.141,675.201,704.096,693.218,716.367,728.333,700.579,701.344,701.771
"Jul 1984",687.254,700.228,686.512,709.812,704.875,711.077,713.542,705.832,660.871,666.54,664.976,674.551,683.021,680.772,683.738,683.021,684.472,684.472,686.883,676.891,676.9,731.642,613.125,675.212,703.698,693.173,716.364,728.447,700.546,701.396,701.8
"Aug 1984",687.32,700.196,686.524,709.713,704.826,710.959,713.445,705.826,660.715,666.553,664.942,674.601,683.054,680.823,683.769,683.054,684.493,684.493,686.895,676.933,676.946,731.597,613.094,675.223,703.368,693.125,716.362,728.56,700.513,701.447,701.841
"Sep 1984",687.293,700.164,686.535,709.615,704.776,710.845,713.335,705.817,660.562,666.575,664.961,674.65,683.088,680.873,683.8,683.088,684.514,684.514,686.906,676.975,676.993,731.547,613.054,675.232,703.085,693.076,716.361,728.669,700.477,701.488,701.86
"Oct 1984",687.273,700.134,686.545,709.521,704.726,710.737,713.228,705.805,660.417,666.602,664.966,674.697,683.12,680.921,683.829,683.12,684.535,684.535,686.916,677.017,677.039,731.495,613.013,675.239,702.831,693.029,716.36,728.771,700.44,701.522,701.868
"Nov 1984",687.341,700.103,686.556,709.427,704.674,710.63,713.134,705.793,660.27,666.727,665.698,674.746,683.152,680.969,683.857,683.152,684.554,684.554,686.927,677.058,677.086,731.441,612.97,675.245,702.849,692.984,716.363,728.873,700.405,701.559,701.892
"Dec 1984",687.399,700.074,686.567,709.339,704.622,710.531,713.046,705.783,660.131,666.854,665.861,674.792,683.183,681.015,683.885,683.183,684.574,684.574,686.94,677.098,677.132,731.389,612.934,675.25,702.821,692.943,716.367,728.971,700.373,701.597,701.919
"Jan 1985",687.444,700.044,686.58,709.25,704.567,710.431,712.955,705.773,659.99,666.98,665.965,674.841,683.215,681.062,683.914,683.215,684.596,684.596,686.956,677.14,677.179,731.335,612.897,675.253,702.766,692.901,716.37,729.071,700.341,701.636,701.944
"Feb 1985",687.48,700.014,686.594,709.161,704.512,710.334,712.864,705.765,659.851,667.099,666.055,674.89,683.247,681.108,683.943,683.247,684.619,684.619,686.974,677.182,677.226,731.281,612.864,675.255,702.694,692.859,716.373,729.169,700.311,701.676,701.97
"Mar 1985",687.508,699.987,686.606,709.081,704.462,710.249,712.782,705.757,659.728,667.201,666.122,674.934,683.277,681.149,683.969,683.277,684.64,684.64,686.99,677.22,677.269,731.233,612.839,675.255,702.618,692.822,716.376,729.257,700.283,701.711,701.991
"Apr 1985",687.538,699.958,686.621,709.003,704.407,710.157,712.692,705.748,659.594,667.31,666.213,674.983,683.309,681.194,683.997,683.309,684.664,684.664,687.008,677.263,677.319,731.178,612.809,675.254,702.533,692.78,716.378,729.353,700.253,701.749,702.01
"May 1985",687.567,699.931,686.635,708.928,704.353,710.069,712.606,705.739,659.467,667.412,666.29,675.03,683.34,681.237,684.023,683.34,684.687,684.687,687.026,677.305,677.366,731.125,612.788,675.251,702.448,692.742,716.382,729.443,700.224,701.787,702.027
"Jun 1985",687.596,699.902,686.649,708.85,704.297,709.981,712.517,705.73,659.339,667.514,666.372,675.062,683.372,681.281,684.05,683.372,684.711,684.711,687.043,677.346,677.413,731.07,612.762,675.247,702.362,692.702,716.385,729.535,700.194,701.825,702.04
"Jul 1985",687.551,699.875,686.662,708.774,704.243,709.896,712.419,705.718,659.217,667.519,665.777,675.084,683.402,681.322,684.076,683.402,684.734,684.734,687.057,677.382,677.458,731.015,612.742,675.242,702.027,692.661,716.385,729.621,700.161,701.855,702.032
"Aug 1985",687.609,699.847,686.672,708.694,704.187,709.809,712.335,705.702,659.094,667.527,665.752,675.104,683.432,681.364,684.1,683.432,684.755,684.755,687.069,677.418,677.501,730.955,612.719,675.236,701.759,692.619,716.386,729.706,700.129,701.888,702.04
"Sep 1985",687.58,699.819,686.681,708.615,704.131,709.724,712.238,705.683,658.973,667.545,665.775,675.122,683.46,681.404,684.123,683.46,684.776,684.776,687.077,677.451,677.543,730.893,612.699,675.228,701.535,692.578,716.387,729.787,700.094,701.917,702.029
"Oct 1985",687.563,699.793,686.689,708.538,704.077,709.642,712.144,705.663,658.858,667.568,665.784,675.14,683.487,681.443,684.144,683.487,684.794,684.794,687.084,677.482,677.581,730.833,612.684,675.22,701.338,692.541,716.389,729.863,700.058,701.942,702.013
"Nov 1985",687.631,699.766,686.696,708.459,704.021,709.559,712.063,705.644,658.742,667.688,666.462,675.157,683.513,681.48,684.164,683.513,684.811,684.811,687.091,677.511,677.619,730.77,612.663,675.211,701.413,692.508,716.394,729.94,700.024,701.97,702.015
"Dec 1985",687.69,699.74,686.703,708.383,703.966,709.481,711.987,705.626,658.631,667.808,666.614,675.173,683.537,681.516,684.182,683.537,684.827,684.827,687.1,677.539,677.654,730.711,612.644,675.2,701.441,692.479,716.399,730.014,699.993,701.999,702.021
"Jan 1986",687.737,699.713,686.711,708.305,703.91,709.402,711.91,705.61,658.519,667.926,666.715,675.189,683.561,681.551,684.2,683.561,684.844,684.844,687.11,677.566,677.688,730.651,612.622,675.189,701.442,692.45,716.404,730.09,699.962,702.028,702.026
"Feb 1986",687.776,699.686,686.719,708.227,703.854,709.325,711.832,705.594,658.409,668.036,666.801,675.206,683.585,681.586,684.218,683.585,684.861,684.861,687.121,677.592,677.721,730.592,612.604,675.176,701.425,692.421,716.408,730.165,699.933,702.058,702.03
"Mar 1986",687.808,699.662,686.726,708.157,703.803,709.256,711.762,705.58,658.31,668.129,666.864,675.22,683.606,681.616,684.234,683.606,684.876,684.876,687.131,677.615,677.749,730.539,612.591,675.165,701.396,692.396,716.412,730.232,699.907,702.086,702.031
"Apr 1986",687.846,699.635,686.734,708.08,703.748,709.181,711.685,705.566,658.204,668.228,666.952,675.236,683.629,681.649,684.251,683.629,684.893,684.893,687.141,677.64,677.779,730.482,612.582,675.151,701.362,692.368,716.416,730.305,699.878,702.117,702.034
"May 1986",687.887,699.61,686.741,708.007,703.694,709.111,711.612,705.552,658.103,668.319,667.024,675.251,683.651,681.681,684.268,683.651,684.909,684.909,687.151,677.664,677.808,730.427,612.592,675.139,701.324,692.344,716.421,730.377,699.851,702.152,702.04
"Jun 1986",687.929,699.585,686.749,707.932,703.64,709.039,711.537,705.538,658.001,668.41,667.103,675.266,683.673,681.712,684.284,683.673,684.926,684.926,687.161,677.688,677.836,730.371,612.592,675.125,701.284,692.319,716.427,730.449,699.823,702.187,702.045
"Jul 1986",687.881,699.561,686.755,707.86,703.587,708.969,711.449,705.522,657.904,668.384,666.397,675.28,683.693,681.742,684.3,683.693,684.94,684.94,687.167,677.71,677.863,730.316,612.593,675.112,700.927,692.292,716.428,730.517,699.792,702.213,702.022
"Aug 1986",687.851,699.535,686.758,707.786,703.533,708.896,711.358,705.5,657.805,668.363,666.352,675.294,683.714,681.773,684.315,683.714,684.954,684.954,687.169,677.732,677.889,730.255,612.579,675.097,700.65,692.262,716.428,730.583,699.757,702.233,701.989
"Sep 1986",687.844,699.509,686.758,707.713,703.479,708.822,711.269,705.475,657.708,668.356,666.357,675.307,683.733,681.802,684.33,683.733,684.965,684.965,687.168,677.753,677.914,730.193,612.562,675.081,700.425,692.233,716.429,730.646,699.718,702.249,701.954
"Oct 1986",687.855,699.484,686.757,707.643,703.427,708.751,711.187,705.449,657.615,668.355,666.347,675.319,683.75,681.83,684.343,683.75,684.975,684.975,687.166,677.773,677.937,730.132,612.555,675.066,700.229,692.206,716.431,730.705,699.681,702.264,701.925
"Nov 1986",687.96,699.459,686.756,707.57,703.373,708.681,711.121,705.424,657.52,668.476,667.117,675.331,683.767,681.857,684.355,683.767,684.983,684.983,687.164,677.791,677.96,730.069,612.54,675.05,700.381,692.185,716.437,730.765,699.647,702.284,701.921
"Dec 1986",688.044,699.434,686.755,707.501,703.321,708.614,711.06,705.402,657.43,668.596,667.277,675.342,683.783,681.883,684.366,683.783,684.991,684.991,687.164,677.808,677.981,730.011,612.526,675.034,700.471,692.166,716.442,730.823,699.617,702.306,701.923
"Jan 1987",688.109,699.408,686.756,707.43,703.267,708.547,710.996,705.381,657.339,668.712,667.377,675.354,683.799,681.909,684.378,683.799,684.999,684.999,687.166,677.826,678.002,729.952,612.508,675.017,700.528,692.148,716.447,730.883,699.589,702.328,701.924
"Feb 1987",688.173,699.382,686.756,707.359,703.213,708.481,710.931,705.362,657.248,668.818,667.461,675.366,683.814,681.934,684.389,683.814,685.008,685.008,687.17,677.842,678.022,729.894,612.492,674.999,700.56,692.129,716.451,730.944,699.562,702.351,701.922
"Mar 1987",688.227,699.359,686.757,707.296,703.165,708.422,710.872,705.345,657.168,668.906,667.52,675.376,683.828,681.957,684.4,683.828,685.016,685.016,687.173,677.857,678.039,729.843,612.487,674.983,700.569,692.113,716.454,730.998,699.538,702.373,701.92
"Apr 1987",688.284,699.334,686.758,707.226,703.112,708.359,710.806,705.327,657.08,668.999,667.605,675.388,683.843,681.981,684.411,683.843,685.026,685.026,687.177,677.873,678.058,729.787,612.477,674.965,700.574,692.094,716.458,731.059,699.512,702.398,701.917
"May 1987",688.336,699.309,686.76,707.159,703.061,708.297,710.743,705.309,656.997,669.083,667.672,675.399,683.858,682.004,684.422,683.858,685.035,685.035,687.181,677.888,678.075,729.734,612.475,674.948,700.57,692.077,716.461,731.116,699.487,702.422,701.914
"Jun 1987",688.387,699.284,686.76,707.091,703.01,708.235,710.678,705.291,656.912,669.167,667.745,675.41,683.872,682.028,684.433,683.872,685.044,685.044,687.184,677.904,678.092,729.68,612.469,674.929,700.562,692.06,716.464,731.175,699.46,702.445,701.909
"Jul 1987",688.332,699.259,686.76,707.026,702.96,708.173,710.596,705.27,656.831,669.116,666.962,675.421,683.887,682.051,684.444,683.887,685.051,685.051,687.184,677.918,678.108,729.626,612.461,674.912,700.178,692.038,716.463,731.229,699.43,702.458,701.875
"Aug 1987",688.294,699.233,686.756,706.976,702.908,708.108,710.511,705.244,656.748,669.072,666.899,675.431,683.9,682.074,684.455,683.9,685.058,685.058,687.179,677.932,678.124,729.567,612.443,674.893,699.884,692.014,716.461,731.281,699.394,702.462,701.829
"Sep 1987",688.284,699.207,686.75,706.931,702.857,708.042,710.429,705.214,656.667,669.044,666.889,675.44,683.913,682.098,684.465,683.913,685.063,685.063,687.171,677.946,678.139,729.506,612.427,674.873,699.649,691.99,716.459,731.329,699.355,702.463,701.784
"Oct 1987",688.289,699.182,686.743,706.879,702.808,707.979,710.353,705.182,656.589,669.026,666.861,675.448,683.925,682.119,684.474,683.925,685.066,685.066,687.162,677.958,678.152,729.445,612.411,674.854,699.445,691.969,716.458,731.373,699.317,702.461,701.743
"Nov 1987",688.403,699.156,686.735,706.822,702.757,707.915,710.294,705.152,656.51,669.147,667.695,675.456,683.936,682.141,684.481,683.936,685.067,685.067,687.153,677.969,678.165,729.383,612.391,674.834,699.654,691.953,716.462,731.418,699.283,702.464,701.731
"Dec 1987",688.496,699.131,686.728,706.764,702.707,707.855,710.241,705.125,656.434,669.267,667.858,675.464,683.946,682.161,684.489,683.946,685.069,685.069,687.148,677.98,678.177,729.325,612.376,674.815,699.791,691.939,716.466,731.463,699.254,702.471,701.728
"Jan 1988",688.568,699.105,686.723,706.704,702.656,707.794,710.186,705.099,656.356,669.38,667.957,675.473,683.956,682.181,684.496,683.956,685.071,685.071,687.145,677.99,678.189,729.267,612.361,674.794,699.889,691.926,716.469,731.51,699.226,702.482,701.725
"Feb 1988",688.626,699.079,686.719,706.644,702.605,707.735,710.13,705.076,656.28,669.483,668.038,675.482,683.966,682.2,684.504,683.966,685.075,685.075,687.144,678,678.2,729.211,612.348,674.774,699.955,691.913,716.471,731.558,699.2,702.495,701.72
"Mar 1988",688.67,699.055,686.715,706.587,702.558,707.68,710.076,705.055,656.21,669.569,668.098,675.489,683.976,682.218,684.511,683.976,685.078,685.078,687.143,678.009,678.21,729.16,612.339,674.755,699.993,691.901,716.473,731.603,699.176,702.507,701.714
"Apr 1988",688.715,699.029,686.712,706.526,702.508,707.622,710.018,705.033,656.135,669.656,668.175,675.497,683.986,682.237,684.519,683.986,685.082,685.082,687.143,678.014,678.22,729.106,612.328,674.734,700.025,691.887,716.475,731.651,699.151,702.52,701.707
"May 1988",688.755,699.004,686.709,706.468,702.46,707.566,709.962,705.012,656.065,669.734,668.236,675.505,683.996,682.254,684.527,683.996,685.087,685.087,687.143,678.018,678.229,729.055,612.324,674.714,700.043,691.875,716.477,731.698,699.127,702.534,701.7
"Jun 1988",688.797,698.979,686.706,706.407,702.41,707.509,709.904,704.991,655.993,669.81,668.303,675.512,684.006,682.272,684.534,684.006,685.091,685.091,687.142,678.022,678.237,729.003,612.322,674.694,700.056,691.862,716.478,731.746,699.102,702.549,701.693
"Jul 1988",688.728,698.955,686.702,706.35,702.363,707.453,709.828,704.968,655.925,669.742,667.489,675.519,684.016,682.289,684.542,684.016,685.095,685.095,687.138,678.026,678.244,728.951,612.324,674.675,699.656,691.845,716.476,731.79,699.073,702.556,701.657
"Aug 1988",688.677,698.93,686.695,706.29,702.315,707.394,709.749,704.938,655.855,669.683,667.415,675.525,684.025,682.307,684.549,684.025,685.097,685.097,687.13,678.029,678.251,728.895,612.316,674.655,699.354,691.825,716.473,731.832,699.037,702.554,701.61
"Sep 1988",688.655,698.904,686.685,706.231,702.267,707.333,709.673,704.905,655.785,669.641,667.392,675.53,684.033,682.323,684.555,684.033,685.097,685.097,687.118,678.032,678.258,728.837,612.307,674.635,699.113,691.806,716.471,731.871,698.999,702.547,701.565
"Oct 1988",688.651,698.88,686.674,706.174,702.22,707.275,709.602,704.871,655.719,669.61,667.351,675.535,684.04,682.339,684.561,684.04,685.096,685.096,687.104,678.035,678.263,728.779,612.301,674.616,698.905,691.789,716.47,731.905,698.961,702.538,701.525
"Nov 1988",688.74,698.854,686.662,706.116,702.171,707.215,709.546,704.837,655.652,669.703,668.048,675.539,684.046,682.354,684.564,684.046,685.092,685.092,687.091,678.036,678.268,728.719,612.288,674.596,699.077,691.777,716.472,731.941,698.926,702.534,701.507
"Dec 1988",688.811,698.83,686.652,706.059,702.125,707.16,709.495,704.806,655.588,669.795,668.169,675.544,684.052,682.368,684.568,684.052,685.09,685.09,687.081,678.038,678.273,728.663,612.28,674.577,699.187,691.768,716.475,731.977,698.896,702.533,701.495
"Jan 1989",688.866,698.805,686.642,706.004,702.076,707.104,709.443,704.777,655.522,669.884,668.251,675.548,684.057,682.382,684.572,684.057,685.087,685.087,687.073,678.04,678.277,728.607,612.268,674.557,699.268,691.758,716.477,732.014,698.867,702.534,701.483
"Feb 1989",688.908,698.779,686.634,705.95,702.028,707.048,709.39,704.749,655.457,669.964,668.317,675.554,684.062,682.395,684.575,684.062,685.086,685.086,687.066,678.042,678.281,728.553,612.26,674.537,699.323,691.749,716.479,732.053,698.839,702.537,701.471
"Mar 1989",688.936,698.757,686.627,705.903,701.985,706.999,709.341,704.724,655.399,670.026,668.343,675.558,684.067,682.407,684.579,684.067,685.085,685.085,687.061,678.044,678.284,728.504,612.255,674.519,699.344,691.74,716.481,732.088,698.814,702.539,701.458
"Apr 1989",688.968,698.732,686.619,705.85,701.937,706.945,709.287,704.698,655.336,670.094,668.422,675.563,684.072,682.419,684.583,684.072,685.084,685.084,687.056,678.046,678.287,728.452,612.244,674.5,699.373,691.73,716.482,732.127,698.787,702.542,701.444
"May 1989",688.997,698.707,686.613,705.799,701.892,706.893,709.235,704.673,655.275,670.155,668.468,675.569,684.078,682.432,684.587,684.078,685.084,685.084,687.051,678.048,678.291,728.402,612.243,674.481,699.387,691.72,716.483,732.164,698.762,702.546,701.432
"Jun 1989",689.027,698.682,686.606,705.746,701.845,706.839,709.182,704.648,655.213,670.216,668.528,675.574,684.083,682.444,684.591,684.083,685.084,685.084,687.046,678.05,678.294,728.351,612.237,674.461,699.399,691.71,716.484,732.203,698.735,702.549,701.418
"Jul 1989",688.811,698.658,686.597,705.695,701.801,706.784,709.086,704.615,655.155,669.958,666.625,675.578,684.088,682.456,684.595,684.088,685.082,685.082,687.034,678.053,678.297,728.299,612.237,674.443,698.433,691.688,716.474,732.235,698.698,702.535,701.342
"Aug 1989",688.639,698.634,686.582,705.643,701.755,706.724,708.983,704.57,655.095,669.724,666.352,675.581,684.092,682.468,684.598,684.092,685.078,685.078,687.012,678.054,678.3,728.238,612.231,674.424,697.682,691.662,716.464,732.261,698.648,702.505,701.246
"Sep 1989",688.537,698.609,686.563,705.59,701.709,706.661,708.884,704.517,655.035,669.534,666.197,675.582,684.095,682.479,684.6,684.095,685.07,685.07,686.984,678.055,678.302,728.172,612.226,674.405,697.075,691.637,716.457,732.281,698.593,702.466,701.153
"Oct 1989",688.479,698.585,686.543,705.54,701.664,706.6,708.795,704.461,654.979,669.373,666.005,675.582,684.095,682.489,684.601,684.095,685.06,685.06,686.954,678.056,678.303,728.104,612.227,674.387,696.55,691.614,716.452,732.296,698.536,702.427,701.07
"Nov 1989",688.699,698.561,686.522,705.488,701.617,706.541,708.758,704.408,654.921,669.563,668.007,675.582,684.094,682.497,684.599,684.094,685.047,685.047,686.928,678.055,678.304,728.035,612.219,674.368,697.182,691.607,716.459,732.314,698.491,702.403,701.058
"Dec 1989",688.871,698.537,686.505,705.437,701.571,706.487,708.733,704.366,654.865,669.753,668.305,675.583,684.093,682.505,684.597,684.093,685.036,685.036,686.911,678.055,678.304,727.974,612.215,674.35,697.637,691.606,716.467,732.336,698.458,702.393,701.065
"Jan 1990",688.986,698.513,686.491,705.385,701.524,706.436,708.704,704.33,654.809,669.926,668.45,675.586,684.092,682.512,684.595,684.092,685.027,685.027,686.901,678.055,678.303,727.916,612.207,674.331,697.989,691.605,716.473,732.364,698.432,702.391,701.073
"Feb 1990",689.063,698.488,686.48,705.334,701.476,706.386,708.671,704.3,654.753,670.073,668.557,675.589,684.091,682.519,684.595,684.091,685.02,685.02,686.895,678.055,678.303,727.862,612.201,674.312,698.253,691.602,716.477,732.395,698.411,702.393,701.079
"Mar 1990",689.111,698.466,686.472,705.288,701.434,706.342,708.638,704.276,654.703,670.185,668.621,675.592,684.091,682.525,684.594,684.091,685.016,685.016,686.892,678.056,678.303,727.817,612.2,674.295,698.429,691.599,716.481,732.426,698.394,702.398,701.083
"Apr 1990",689.155,698.441,686.465,705.238,701.388,706.295,708.599,704.251,654.648,670.295,668.721,675.597,684.092,682.532,684.595,684.092,685.013,685.013,686.89,678.056,678.303,727.77,612.192,674.276,698.589,691.593,716.483,732.462,698.375,702.405,701.085
"May 1990",689.191,698.418,686.46,705.19,701.344,706.249,708.559,704.229,654.596,670.389,668.789,675.601,684.094,682.538,684.596,684.094,685.011,685.011,686.889,678.057,678.303,727.726,612.192,674.257,698.708,691.587,716.486,732.497,698.358,702.413,701.087
"Jun 1990",689.226,698.394,686.454,705.141,701.299,706.202,708.517,704.207,654.543,670.476,668.863,675.606,684.096,682.545,684.598,684.096,685.01,685.01,686.888,678.058,678.303,727.682,612.193,674.239,698.808,691.581,716.488,732.534,698.339,702.421,701.088
"Jul 1990",689.099,698.371,686.448,705.095,701.257,706.155,708.448,704.181,654.493,670.346,667.673,675.609,684.098,682.552,684.6,684.098,685.009,685.009,686.882,678.059,678.303,727.639,612.201,674.221,698.245,691.566,716.483,732.567,698.314,702.419,701.048
"Aug 1990",689,698.347,686.438,705.047,701.213,706.104,708.372,704.147,654.441,670.228,667.535,675.612,684.1,682.56,684.602,684.1,685.006,685.006,686.87,678.059,678.303,727.59,612.203,674.203,697.818,691.548,716.478,732.596,698.28,702.406,700.994
"Sep 1990",688.941,698.323,686.425,704.999,701.17,706.051,708.298,704.108,654.39,670.136,667.467,675.615,684.102,682.566,684.603,684.102,685.001,685.001,686.853,678.06,678.302,727.537,612.201,674.185,697.478,691.531,716.475,732.621,698.242,702.386,700.94
"Oct 1990",688.908,698.3,686.41,704.952,701.128,705.999,708.229,704.067,654.341,670.06,667.373,675.616,684.102,682.573,684.603,684.102,684.994,684.994,686.834,678.06,678.302,727.484,612.195,674.167,697.182,691.516,716.472,732.642,698.202,702.363,700.889
"Nov 1990",689.058,698.276,686.394,704.905,701.085,705.947,708.194,704.027,654.291,670.213,668.647,675.617,684.101,682.578,684.602,684.101,684.985,684.985,686.817,678.058,678.3,727.429,612.183,674.149,697.633,691.51,716.477,732.664,698.168,702.347,700.881
"Dec 1990",689.175,698.253,686.381,704.859,701.043,705.899,708.166,703.993,654.242,670.362,668.852,675.619,684.1,682.584,684.6,684.1,684.977,684.977,686.805,678.058,678.298,727.378,612.176,674.131,697.96,691.507,716.482,732.688,698.143,702.341,700.886
"Jan 1991",689.256,698.229,686.369,704.811,700.999,705.852,708.136,703.963,654.193,670.496,668.964,675.622,684.099,682.589,684.599,684.099,684.971,684.971,686.797,678.057,678.297,727.329,612.166,674.113,698.217,691.505,716.486,732.717,698.121,702.339,700.891
"Feb 1991",689.31,698.205,686.359,704.764,700.956,705.807,708.103,703.937,654.144,670.612,669.051,675.625,684.099,682.593,684.599,684.099,684.966,684.966,686.792,678.057,678.295,727.283,612.159,674.094,698.414,691.502,716.489,732.748,698.102,702.341,700.895
"Mar 1991",689.345,698.183,686.352,704.721,700.918,705.766,708.071,703.915,654.101,670.701,669.107,675.628,684.099,682.598,684.599,684.099,684.963,684.963,686.789,678.058,678.294,727.244,612.158,674.078,698.548,691.499,716.491,732.776,698.086,702.343,700.896
"Apr 1991",689.378,698.159,686.345,704.675,700.875,705.722,708.034,703.892,654.053,670.79,669.188,675.632,684.099,682.603,684.599,684.099,684.96,684.96,686.786,678.058,678.292,727.202,612.149,674.06,698.673,691.495,716.492,732.809,698.069,702.347,700.896
