Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\ObservationWells"
 
Branch,OW100,OW157,OW159,OW167,OW169,OW181,OW188,OW209,OW22,OW233,OW234,OW235,OW236,OW237,OW238,OW239,OW240,OW241,OW242,OW243,OW244,OW249,OW29,OW35,OW36,OW43,OW48,OW51,OW83,OW87,OW97
"Oct 1983",685.193,701.109,685.714,707.724,705.188,711.648,714.11,705.924,662.944,664.959,663.926,672.13,680.571,678.059,681.335,680.571,681.143,681.143,684.6,673.872,675.779,732.311,607.733,675.847,700.714,690.737,712.004,725.452,701.282,700.409,700.354
"Nov 1983",685.22,701.1,685.596,707.578,705.083,711.403,713.969,705.911,662.706,665.084,664.445,672.055,680.448,677.986,681.266,680.448,680.963,680.963,684.437,673.784,675.741,732.27,607.604,675.809,701.412,690.6,711.9,725.411,701.238,700.405,700.364
"Dec 1983",685.245,701.09,685.493,707.443,704.975,711.185,713.853,705.911,662.484,665.194,664.567,671.987,680.339,677.92,681.207,680.339,680.804,680.804,684.299,673.709,675.707,732.234,607.5,675.769,701.787,690.474,711.812,725.375,701.207,700.409,700.394
"Jan 1984",685.254,701.079,685.399,707.311,704.86,710.975,713.734,705.908,662.262,665.281,664.618,671.92,680.235,677.857,681.152,680.235,680.655,680.655,684.175,673.64,675.674,732.2,607.396,675.726,701.986,690.346,711.731,725.342,701.185,700.413,700.428
"Feb 1984",685.251,701.066,685.316,707.184,704.743,710.778,713.608,705.899,662.047,665.347,664.651,671.858,680.139,677.798,681.104,680.139,680.52,680.52,684.069,673.579,675.644,732.166,607.3,675.68,702.053,690.219,711.657,725.313,701.168,700.413,700.462
"Mar 1984",685.245,701.053,685.247,707.07,704.633,710.602,713.486,705.885,661.851,665.395,664.67,671.805,680.057,677.747,681.063,680.057,680.406,680.406,683.982,673.527,675.619,732.134,607.222,675.634,702.025,690.102,711.594,725.289,701.156,700.411,700.493
"Apr 1984",685.241,701.039,685.181,706.963,704.515,710.421,713.353,705.868,661.647,665.438,664.694,671.751,679.977,677.695,681.024,679.977,680.295,680.295,683.9,673.478,675.594,732.098,607.136,675.583,701.956,689.983,711.534,725.266,701.143,700.408,700.525
"May 1984",685.242,701.025,685.123,706.871,704.401,710.254,713.224,705.849,661.458,665.472,664.707,671.704,679.907,677.65,680.991,679.907,680.199,680.199,683.83,673.435,675.574,732.063,607.078,675.533,701.848,689.874,711.483,725.247,701.134,700.407,700.556
"Jun 1984",685.251,701.01,685.069,706.769,704.283,710.089,713.091,705.829,661.269,665.503,664.723,671.658,679.841,677.607,680.96,679.841,680.109,680.109,683.765,673.396,675.555,732.026,607.013,675.48,701.723,689.766,711.436,725.231,701.124,700.407,700.587
"Jul 1984",685.161,700.996,685.018,706.67,704.17,709.928,712.89,705.758,661.094,665.342,664.094,671.618,679.784,677.569,680.934,679.784,680.03,680.03,683.7,673.364,675.54,731.98,606.972,675.429,699.851,689.661,711.392,725.217,701.1,700.387,700.582
"Aug 1984",685.211,700.98,684.96,706.568,704.052,709.771,712.76,705.675,660.915,665.218,663.998,671.579,679.728,677.532,680.909,679.728,679.952,679.952,683.624,673.333,675.527,731.916,606.906,675.374,698.365,689.554,711.348,725.2,701.076,700.383,700.603
"Sep 1984",685.141,700.962,684.898,706.466,703.932,709.608,712.559,705.59,660.74,665.131,663.953,671.542,679.676,677.497,680.885,679.676,679.876,679.876,683.541,673.305,675.516,731.836,606.827,675.316,697.108,689.445,711.305,725.179,701.038,700.352,700.585
"Oct 1984",685.077,700.944,684.838,706.37,703.815,709.448,712.353,705.508,660.574,665.059,663.889,671.508,679.628,677.465,680.862,679.628,679.805,679.805,683.463,673.28,675.507,731.747,606.751,675.257,695.966,689.339,711.266,725.156,700.988,700.315,700.552
"Nov 1984",685.137,700.924,684.776,706.271,703.691,709.293,712.219,705.48,660.405,665.164,664.366,671.473,679.579,677.434,680.83,679.579,679.721,679.721,683.374,673.244,675.5,731.658,606.677,675.192,696.812,689.235,711.234,725.13,700.943,700.297,700.551
"Dec 1984",685.198,700.903,684.72,706.177,703.571,709.152,712.111,705.465,660.245,665.261,664.499,671.441,679.533,677.405,680.803,679.533,679.646,679.646,683.297,673.216,675.495,731.581,606.616,675.128,697.352,689.139,711.207,725.107,700.908,700.288,700.564
"Jan 1985",685.246,700.881,684.667,706.08,703.449,709.012,712.004,705.449,660.084,665.334,664.543,671.411,679.488,677.376,680.779,679.488,679.574,679.574,683.227,673.191,675.491,731.51,606.553,675.06,697.73,689.042,711.181,725.084,700.878,700.28,700.578
"Feb 1985",685.284,700.859,684.618,705.985,703.328,708.877,711.896,705.427,659.926,665.387,664.571,671.383,679.446,677.35,680.758,679.446,679.508,679.508,683.167,673.17,675.491,731.445,606.495,674.989,697.979,688.945,711.157,725.063,700.852,700.269,700.589
"Mar 1985",685.311,700.837,684.578,705.901,703.221,708.758,711.795,705.404,659.786,665.422,664.581,671.359,679.41,677.327,680.741,679.41,679.453,679.453,683.119,673.155,675.494,731.39,606.449,674.925,698.1,688.86,711.136,725.046,700.83,700.259,700.597
"Apr 1985",685.338,700.813,684.536,705.813,703.106,708.63,711.683,705.377,659.635,665.455,664.604,671.336,679.374,677.303,680.724,679.374,679.397,679.397,683.072,673.141,675.499,731.331,606.399,674.852,698.197,688.768,711.114,725.029,700.807,700.247,700.603
"May 1985",685.363,700.789,684.5,705.729,702.996,708.509,711.575,705.348,659.492,665.48,664.614,671.316,679.342,677.282,680.71,679.342,679.349,679.349,683.033,673.131,675.506,731.276,606.36,674.781,698.235,688.681,711.095,725.014,700.785,700.236,700.609
"Jun 1985",685.387,700.764,684.466,705.642,702.886,708.385,711.463,705.317,659.348,665.503,664.627,671.297,679.312,677.263,680.697,679.312,679.303,679.303,682.996,673.122,675.514,731.219,606.313,674.706,698.245,688.594,711.076,724.999,700.761,700.222,700.611
"Jul 1985",685.306,700.739,684.432,705.559,702.781,708.26,711.281,705.234,659.212,665.336,663.998,671.282,679.285,677.245,680.686,679.285,679.263,679.263,682.958,673.117,675.524,731.155,606.275,674.633,696.344,688.507,711.052,724.984,700.723,700.186,700.575
"Aug 1985",685.358,700.713,684.395,705.472,702.672,708.136,711.168,705.138,659.074,665.213,663.939,671.267,679.26,677.228,680.675,679.26,679.222,679.222,682.912,673.111,675.534,731.075,606.235,674.556,694.792,688.418,711.027,724.966,700.686,700.169,700.568
"Sep 1985",685.294,700.686,684.355,705.387,702.564,708.008,710.987,705.045,658.94,665.121,663.873,671.252,679.235,677.213,680.665,679.235,679.181,679.181,682.858,673.107,675.545,730.984,606.197,674.48,693.455,688.332,711.003,724.945,700.638,700.133,700.529
"Oct 1985",685.237,700.66,684.314,705.305,702.459,707.883,710.796,704.959,658.815,665.043,663.8,671.24,679.213,677.199,680.656,679.213,679.142,679.142,682.801,673.105,675.557,730.89,606.167,674.406,692.224,688.252,710.983,724.924,700.582,700.096,700.481
"Nov 1985",685.296,700.634,684.269,705.221,702.35,707.761,710.68,704.927,658.688,665.126,664.187,671.227,679.188,677.186,680.637,679.188,679.089,679.089,682.729,673.092,675.569,730.799,606.128,674.329,693.088,688.177,710.972,724.901,700.53,700.078,700.464
"Dec 1985",685.355,700.607,684.225,705.14,702.245,707.651,710.591,704.909,658.568,665.218,664.368,671.214,679.164,677.172,680.622,679.164,679.041,679.041,682.666,673.083,675.58,730.719,606.092,674.254,693.691,688.108,710.965,724.879,700.487,700.067,700.459
"Jan 1986",685.401,700.579,684.181,705.057,702.138,707.542,710.506,704.889,658.446,665.286,664.415,671.202,679.14,677.159,680.608,679.14,678.993,678.993,682.607,673.076,675.592,730.646,606.054,674.176,694.159,688.038,710.958,724.857,700.45,700.056,700.455
"Feb 1986",685.436,700.55,684.14,704.974,702.033,707.436,710.42,704.865,658.327,665.335,664.443,671.192,679.116,677.146,680.596,679.116,678.948,678.948,682.556,673.07,675.603,730.58,606.022,674.097,694.503,687.969,710.95,724.837,700.416,700.044,700.451
"Mar 1986",685.461,700.524,684.105,704.9,701.94,707.342,710.339,704.841,658.221,665.366,664.451,671.183,679.096,677.135,680.586,679.096,678.911,678.911,682.515,673.066,675.614,730.526,605.997,674.027,694.709,687.909,710.944,724.821,700.388,700.033,700.447
"Apr 1986",685.488,700.496,684.07,704.819,701.839,707.241,710.251,704.813,658.108,665.396,664.478,671.175,679.076,677.124,680.577,679.076,678.873,678.873,682.477,673.063,675.625,730.471,605.984,673.949,694.918,687.845,710.938,724.806,700.36,700.022,700.443
"May 1986",685.519,700.469,684.039,704.744,701.745,707.15,710.17,704.79,658.006,665.419,664.489,671.169,679.058,677.114,680.57,679.058,678.84,678.84,682.445,673.062,675.637,730.425,605.995,673.878,695.065,687.792,710.937,724.795,700.336,700.019,700.448
"Jun 1986",685.552,700.442,684.011,704.668,701.651,707.059,710.087,704.765,657.904,665.441,664.504,671.164,679.043,677.106,680.565,679.043,678.81,678.81,682.416,673.062,675.649,730.381,605.985,673.806,695.19,687.739,710.936,724.785,700.313,700.014,700.449
"Jul 1986",685.457,700.416,683.984,704.596,701.561,706.96,709.911,704.676,657.81,665.251,663.84,671.16,679.029,677.099,680.561,679.029,678.783,678.783,682.385,673.064,675.661,730.327,605.976,673.737,692.771,687.684,710.925,724.775,700.274,699.99,700.404
"Aug 1986",685.368,700.387,683.951,704.522,701.469,706.849,709.702,704.568,657.713,665.096,663.709,671.157,679.015,677.092,680.556,679.015,678.755,678.755,682.345,673.065,675.673,730.253,605.945,673.664,690.708,687.625,710.909,724.76,700.213,699.961,700.336
"Sep 1986",685.303,700.358,683.913,704.448,701.375,706.733,709.496,704.462,657.615,664.975,663.603,671.152,679.001,677.085,680.55,679.001,678.725,678.725,682.294,673.065,675.685,730.165,605.912,673.591,689.805,687.564,710.891,724.741,700.136,699.926,700.265
"Oct 1986",685.262,700.33,683.873,704.376,701.283,706.622,709.309,704.365,657.523,664.874,663.5,671.148,678.987,677.078,680.544,678.987,678.694,678.694,682.236,673.066,675.695,730.073,605.9,673.521,689.583,687.509,710.877,724.721,700.054,699.891,700.203
"Nov 1986",685.356,700.301,683.828,704.303,701.188,706.521,709.224,704.337,657.43,664.952,663.884,671.143,678.97,677.072,680.528,678.97,678.649,678.649,682.164,673.055,675.706,729.983,605.872,673.45,690.227,687.459,710.874,724.699,699.984,699.868,700.186
"Dec 1986",685.443,700.272,683.788,704.233,701.096,706.433,709.174,704.326,657.342,665.052,664.108,671.137,678.953,677.064,680.515,678.953,678.606,678.606,682.099,673.047,675.715,729.907,605.846,673.381,690.716,687.414,710.877,724.678,699.93,699.852,700.184
"Jan 1987",685.508,700.242,683.747,704.159,701.001,706.347,709.128,704.314,657.252,665.143,664.245,671.131,678.934,677.056,680.504,678.934,678.564,678.564,682.041,673.041,675.724,729.838,605.817,673.309,691.147,687.367,710.879,724.658,699.886,699.84,700.184
"Feb 1987",685.555,700.211,683.707,704.086,700.909,706.263,709.078,704.296,657.164,665.206,664.288,671.125,678.915,677.048,680.493,678.915,678.523,678.523,681.991,673.034,675.732,729.779,605.791,673.237,691.504,687.321,710.88,724.639,699.85,699.829,700.182
"Mar 1987",685.587,700.184,683.674,704.02,700.828,706.19,709.029,704.277,657.086,665.246,664.303,671.12,678.899,677.04,680.484,678.899,678.489,678.489,681.952,673.03,675.738,729.732,605.784,673.172,691.737,687.28,710.88,724.625,699.823,699.82,700.181
"Apr 1987",685.62,700.154,683.639,703.948,700.74,706.11,708.972,704.254,657.003,665.284,664.338,671.116,678.882,677.032,680.476,678.882,678.454,678.454,681.915,673.025,675.745,729.685,605.771,673.102,691.997,687.237,710.88,724.611,699.798,699.81,700.178
"May 1987",685.648,700.125,683.607,703.878,700.658,706.035,708.913,704.23,656.926,665.312,664.354,671.112,678.867,677.024,680.469,678.867,678.423,678.423,681.884,673.021,675.751,729.644,605.766,673.035,692.196,687.197,710.88,724.6,699.776,699.801,700.175
"Jun 1987",685.674,700.095,683.576,703.807,700.575,705.957,708.849,704.203,656.847,665.337,664.374,671.109,678.852,677.016,680.462,678.852,678.394,678.394,681.856,673.017,675.757,729.602,605.757,672.966,692.386,687.156,710.879,724.589,699.752,699.79,700.169
"Jul 1987",685.555,700.066,683.547,703.739,700.496,705.87,708.674,704.101,656.771,665.135,663.691,671.106,678.839,677.01,680.457,678.839,678.368,678.368,681.826,673.013,675.763,729.549,605.74,672.899,689.98,687.111,710.866,724.577,699.709,699.766,700.11
"Aug 1987",685.442,700.035,683.514,703.669,700.414,705.767,708.46,703.977,656.693,664.957,663.495,671.103,678.825,677.003,680.451,678.825,678.34,678.34,681.786,673.01,675.768,729.475,605.713,672.829,689.517,687.06,710.845,724.561,699.642,699.727,700.026
"Sep 1987",685.358,700.004,683.477,703.6,700.331,705.659,708.246,703.856,656.616,664.814,663.353,671.099,678.812,676.997,680.446,678.812,678.311,678.311,681.736,673.006,675.772,729.385,605.687,672.758,689.419,687.008,710.824,724.54,699.559,699.683,699.94
"Oct 1987",685.297,699.974,683.436,703.533,700.248,705.553,708.049,703.743,656.543,664.694,663.225,671.095,678.798,676.991,680.439,678.798,678.28,678.28,681.677,673.002,675.776,729.286,605.664,672.69,689.384,686.959,710.804,724.517,699.469,699.639,699.859
"Nov 1987",685.392,699.942,683.387,703.463,700.16,705.456,707.969,703.709,656.467,664.781,663.674,671.088,678.78,676.983,680.422,678.78,678.235,678.235,681.603,672.986,675.778,729.188,605.636,672.618,689.802,686.914,710.796,724.491,699.39,699.606,699.828
"Dec 1987",685.479,699.911,683.337,703.394,700.074,705.373,707.931,703.697,656.395,664.887,663.886,671.081,678.761,676.974,680.408,678.761,678.191,678.191,681.535,672.973,675.779,729.104,605.617,672.549,690.037,686.874,710.796,724.467,699.33,699.583,699.819
"Jan 1988",685.544,699.88,683.286,703.324,699.986,705.294,707.9,703.685,656.322,664.98,664.013,671.073,678.741,676.964,680.395,678.741,678.147,678.147,681.472,672.961,675.78,729.032,605.598,672.478,690.224,686.835,710.799,724.444,699.283,699.566,699.814
"Feb 1988",685.589,699.848,683.237,703.253,699.9,705.218,707.868,703.669,656.25,665.061,664.136,671.065,678.721,676.954,680.382,678.721,678.104,678.104,681.417,672.949,675.779,728.971,605.581,672.407,690.39,686.796,710.801,724.423,699.246,699.551,699.809
"Mar 1988",685.618,699.818,683.194,703.187,699.822,705.149,707.831,703.649,656.184,665.114,664.168,671.058,678.703,676.945,680.372,678.703,678.066,678.066,681.371,672.939,675.778,728.921,605.57,672.341,690.505,686.761,710.803,724.405,699.217,699.537,699.803
"Apr 1988",685.643,699.786,683.151,703.117,699.741,705.075,707.787,703.624,656.115,665.159,664.206,671.051,678.684,676.935,680.362,678.684,678.028,678.028,681.33,672.928,675.777,728.873,605.557,672.271,690.652,686.724,710.803,724.389,699.191,699.522,699.796
"May 1988",685.663,699.756,683.113,703.05,699.664,705.005,707.74,703.599,656.051,665.193,664.227,671.045,678.667,676.926,680.353,678.667,677.994,677.994,681.295,672.917,675.775,728.832,605.552,672.205,690.768,686.69,710.804,724.376,699.169,699.509,699.789
"Jun 1988",685.683,699.725,683.077,702.981,699.588,704.935,707.689,703.572,655.987,665.223,664.251,671.039,678.65,676.916,680.345,678.65,677.961,677.961,681.264,672.907,675.772,728.792,605.552,672.138,690.894,686.658,710.805,724.364,699.148,699.496,699.782
"Jul 1988",685.551,699.696,683.046,702.916,699.516,704.855,707.52,703.465,655.928,665.018,663.576,671.034,678.636,676.909,680.339,678.636,677.932,677.932,681.232,672.898,675.77,728.744,605.555,672.074,689.606,686.623,710.794,724.353,699.109,699.47,699.722
"Aug 1988",685.426,699.665,683.012,702.849,699.44,704.76,707.307,703.336,655.866,664.826,663.331,671.029,678.621,676.9,680.332,678.621,677.902,677.902,681.19,672.888,675.766,728.676,605.542,672.009,689.381,686.583,710.775,724.338,699.043,699.43,699.636
"Sep 1988",685.333,699.633,682.974,702.782,699.363,704.659,707.093,703.209,655.803,664.671,663.163,671.022,678.605,676.892,680.324,678.605,677.87,677.87,681.137,672.878,675.763,728.59,605.527,671.944,689.331,686.543,710.754,724.319,698.959,699.384,699.548
"Oct 1988",685.266,699.603,682.933,702.719,699.286,704.56,706.896,703.09,655.745,664.539,663.017,671.014,678.589,676.883,680.316,678.589,677.837,677.837,681.076,672.868,675.759,728.496,605.517,671.881,689.312,686.506,710.735,724.298,698.869,699.338,699.468
"Nov 1988",685.332,699.572,682.885,702.652,699.204,704.468,706.799,703.044,655.686,664.593,663.401,671.005,678.569,676.874,680.294,678.569,677.785,677.785,680.994,672.843,675.753,728.399,605.499,671.816,689.509,686.472,710.728,724.273,698.785,699.301,699.426
"Dec 1988",685.393,699.542,682.836,702.589,699.124,704.388,706.741,703.019,655.629,664.668,663.576,670.994,678.548,676.863,680.276,678.548,677.736,677.736,680.919,672.822,675.747,728.315,605.487,671.754,689.573,686.444,710.727,724.249,698.717,699.273,699.404
"Jan 1989",685.439,699.51,682.784,702.524,699.04,704.311,706.692,702.995,655.57,664.736,663.679,670.983,678.526,676.852,680.259,678.526,677.686,677.686,680.846,672.803,675.74,728.238,605.473,671.69,689.601,686.415,710.729,724.226,698.658,699.249,699.387
"Feb 1989",685.469,699.479,682.732,702.46,698.958,704.238,706.645,702.968,655.513,664.787,663.738,670.971,678.503,676.841,680.243,678.503,677.638,677.638,680.78,672.785,675.732,728.17,605.462,671.627,689.607,686.388,710.731,724.204,698.608,699.228,699.37
"Mar 1989",685.482,699.451,682.687,702.402,698.885,704.172,706.595,702.938,655.462,664.816,663.754,670.961,678.482,676.83,680.229,678.482,677.595,677.595,680.725,672.769,675.725,728.116,605.456,671.57,689.585,686.364,710.732,724.186,698.567,699.209,699.352
"Apr 1989",685.497,699.419,682.639,702.338,698.805,704.101,706.54,702.903,655.405,664.845,663.79,670.95,678.459,676.818,680.215,678.459,677.551,677.551,680.67,672.752,675.716,728.06,605.443,671.507,689.594,686.337,710.733,724.168,698.526,699.188,699.332
"May 1989",685.507,699.39,682.596,702.277,698.731,704.033,706.484,702.868,655.353,664.867,663.807,670.941,678.439,676.808,680.203,678.439,677.51,677.51,680.622,672.737,675.708,728.011,605.443,671.448,689.589,686.313,710.734,724.152,698.489,699.169,699.314
"Jun 1989",685.517,699.359,682.555,702.216,698.656,703.963,706.426,702.832,655.299,664.887,663.828,670.932,678.419,676.798,680.191,678.419,677.471,677.471,680.578,672.723,675.7,727.963,605.437,671.388,689.591,686.289,710.735,724.138,698.452,699.149,699.294
"Jul 1989",685.247,699.329,682.516,702.159,698.586,703.867,706.094,702.604,655.249,664.438,662.449,670.924,678.403,676.79,680.183,678.403,677.436,677.436,680.527,672.712,675.693,727.892,605.436,671.331,689.227,686.228,710.707,724.121,698.373,699.099,699.184
"Aug 1989",685.022,699.299,682.47,702.1,698.51,703.737,705.667,702.325,655.199,663.979,661.681,670.914,678.384,676.781,680.172,678.384,677.396,677.396,680.453,672.699,675.685,727.788,605.43,671.273,689.18,686.134,710.662,724.097,698.24,699.021,699.028
"Sep 1989",684.853,699.269,682.417,702.04,698.429,703.592,705.238,702.055,655.148,663.582,661.141,670.902,678.364,676.771,680.158,678.364,677.352,677.352,680.362,672.686,675.676,727.669,605.421,671.215,689.172,686.021,710.615,724.066,698.07,698.932,698.957
"Oct 1989",684.726,699.24,682.359,701.983,698.346,703.449,704.848,701.805,655.102,663.232,660.658,670.888,678.342,676.762,680.144,678.342,677.304,677.304,680.261,672.672,675.668,727.55,605.424,671.16,689.167,685.904,710.572,724.033,697.883,698.843,698.887
"Nov 1989",684.695,699.21,682.29,701.922,698.253,703.338,704.77,701.773,655.053,663.368,661.885,670.869,678.313,676.748,680.115,678.313,677.235,677.235,680.14,672.643,675.657,727.438,605.413,671.104,689.451,685.829,710.56,723.997,697.724,698.784,698.819
"Dec 1989",684.797,699.181,682.223,701.864,698.163,703.264,704.806,701.807,655.006,663.596,662.505,670.849,678.284,676.734,680.089,678.284,677.169,677.169,680.03,672.617,675.646,727.348,605.405,671.049,689.582,685.803,710.571,723.964,697.611,698.754,698.767
"Jan 1990",684.924,699.151,682.153,701.803,698.071,703.206,704.877,701.85,654.958,663.824,662.885,670.829,678.251,676.719,680.063,678.251,677.101,677.101,679.929,672.592,675.633,727.274,605.395,670.993,689.654,685.804,710.589,723.934,697.532,698.74,698.727
"Feb 1990",685.065,699.121,682.088,701.742,697.981,703.156,704.949,701.882,654.911,664.013,663.121,670.808,678.219,676.703,680.039,678.219,677.035,677.035,679.841,672.567,675.62,727.216,605.388,670.938,689.694,685.816,710.609,723.907,697.481,698.734,698.699
"Mar 1990",685.164,699.095,682.032,701.687,697.902,703.113,705.001,701.899,654.869,664.147,663.251,670.79,678.19,676.688,680.018,678.19,676.978,676.978,679.773,672.546,675.608,727.175,605.386,670.888,689.693,685.829,710.625,723.887,697.452,698.731,698.682
"Apr 1990",685.245,699.065,681.976,701.626,697.819,703.064,705.046,701.908,654.823,664.266,663.368,670.772,678.159,676.671,679.997,678.159,676.919,676.919,679.709,672.523,675.595,727.139,605.379,670.833,689.721,685.843,710.641,723.868,697.434,698.728,698.673
"May 1990",685.301,699.037,681.928,701.568,697.742,703.017,705.075,701.91,654.781,664.359,663.449,670.756,678.13,676.655,679.979,678.13,676.867,676.867,679.659,672.501,675.581,727.111,605.38,670.78,689.732,685.856,710.655,723.855,697.426,698.726,698.67
"Jun 1990",685.346,699.008,681.884,701.508,697.666,702.968,705.095,701.906,654.738,664.439,663.519,670.741,678.102,676.638,679.961,678.102,676.817,676.817,679.616,672.479,675.567,727.087,605.384,670.728,689.751,685.866,710.668,723.844,697.423,698.723,698.671
"Jul 1990",685.16,698.981,681.845,701.453,697.596,702.902,704.928,701.774,654.699,664.191,662.651,670.727,678.078,676.624,679.947,678.078,676.773,676.773,679.576,672.459,675.554,727.053,605.396,670.679,689.297,685.856,710.66,723.835,697.397,698.701,698.656
"Aug 1990",685.016,698.953,681.804,701.395,697.524,702.813,704.689,701.603,654.66,663.927,662.191,670.713,678.053,676.609,679.933,678.053,676.729,676.729,679.526,672.438,675.541,726.993,605.398,670.629,689.225,685.828,710.641,723.822,697.339,698.661,698.625
"Sep 1990",684.91,698.925,681.759,701.338,697.449,702.713,704.437,701.434,654.621,663.7,661.889,670.698,678.028,676.594,679.917,678.028,676.684,676.684,679.463,672.416,675.526,726.914,605.392,670.58,689.211,685.788,710.619,723.806,697.254,698.61,698.58
"Oct 1990",684.828,698.897,681.711,701.282,697.375,702.612,704.2,701.273,654.583,663.502,661.629,670.683,678.003,676.579,679.902,678.003,676.638,676.638,679.391,672.394,675.512,726.827,605.382,670.533,689.204,685.744,710.597,723.785,697.154,698.557,698.527
"Nov 1990",684.883,698.869,681.655,701.223,697.294,702.528,704.158,701.25,654.541,663.633,662.452,670.664,677.972,676.561,679.873,677.972,676.573,676.573,679.298,672.357,675.495,726.741,605.364,670.482,689.483,685.725,710.594,723.761,697.067,698.52,698.478
"Dec 1990",684.999,698.841,681.598,701.166,697.216,702.466,704.189,701.27,654.502,663.821,662.876,670.645,677.942,676.543,679.848,677.942,676.511,676.511,679.212,672.323,675.479,726.67,605.354,670.435,689.633,685.726,710.604,723.739,697.007,698.501,698.441
"Jan 1991",685.124,698.812,681.539,701.107,697.135,702.414,704.243,701.295,654.461,664,663.133,670.625,677.909,676.524,679.823,677.909,676.449,676.449,679.132,672.29,675.461,726.612,605.343,670.385,689.733,685.733,710.618,723.718,696.967,698.492,698.413
"Feb 1991",685.215,698.783,681.481,701.049,697.057,702.367,704.297,701.312,654.42,664.145,663.292,670.605,677.877,676.504,679.801,677.877,676.388,676.388,679.061,672.257,675.443,726.567,605.336,670.337,689.799,685.742,710.632,723.7,696.944,698.487,698.395
"Mar 1991",685.272,698.757,681.431,700.996,696.988,702.326,704.336,701.32,654.384,664.248,663.383,670.588,677.848,676.487,679.781,677.848,676.336,676.336,679.006,672.229,675.426,726.536,605.334,670.293,689.817,685.749,710.644,723.687,696.934,698.484,698.385
"Apr 1991",685.319,698.728,681.379,700.938,696.915,702.28,704.369,701.323,654.344,664.343,663.471,670.57,677.818,676.467,679.762,677.818,676.281,676.281,678.953,672.197,675.407,726.51,605.327,670.246,689.864,685.755,710.656,723.675,696.931,698.481,698.38
