Key Assumptions
"Scenario: Reference, Branch: Key Assumptions\MODFLOW\ObservationWells"
 
Branch,OW100,OW157,OW159,OW167,OW169,OW181,OW188,OW209,OW22,OW233,OW234,OW235,OW236,OW237,OW238,OW239,OW240,OW241,OW242,OW243,OW244,OW249,OW29,OW35,OW36,OW43,OW48,OW51,OW83,OW87,OW97
"Apr 1985",689.711,698.311,686.503,704.895,701.135,706.049,708.402,704.347,654.278,671.294,669.643,675.633,684.174,682.649,684.649,684.174,685.086,685.086,686.973,678.071,678.337,727.557,611.717,674.125,699.824,691.515,716.434,732.932,698.437,702.865,701.376
"May 1985",689.776,698.233,686.479,704.747,701.01,705.902,708.254,704.272,654.123,671.416,669.751,675.644,684.184,682.675,684.656,684.184,685.081,685.081,686.952,678.073,678.336,727.416,611.71,674.076,699.833,691.5,716.435,733.026,698.359,702.851,701.332
"Jun 1985",689.834,698.152,686.452,704.596,700.884,705.754,708.104,704.192,653.968,671.532,669.86,675.654,684.192,682.699,684.662,684.192,685.074,685.074,686.929,678.076,678.333,727.272,611.693,674.029,699.839,691.487,716.435,733.118,698.28,702.829,701.281
"Jul 1985",689.729,698.076,686.415,704.454,700.763,705.605,707.921,704.093,653.823,671.388,669.269,675.66,684.195,682.72,684.664,684.195,685.058,685.058,686.887,678.076,678.329,727.121,611.684,673.986,699.196,691.463,716.428,733.188,698.18,702.767,701.163
"Aug 1985",689.881,697.997,686.369,704.309,700.639,705.461,707.795,703.979,653.679,671.328,669.242,675.663,684.193,682.737,684.662,684.193,685.035,685.035,686.836,678.076,678.322,726.959,611.671,673.944,698.84,691.441,716.424,733.25,698.101,702.738,701.13
"Sep 1985",689.782,697.921,686.32,704.168,700.516,705.313,707.619,703.863,653.539,671.311,669.238,675.666,684.187,682.749,684.657,684.187,685.008,685.008,686.785,678.074,678.314,726.797,611.662,673.903,698.605,691.422,716.422,733.308,698.003,702.675,701.016
"Oct 1985",689.752,697.849,686.274,704.033,700.397,705.17,707.456,703.751,653.409,671.306,669.223,675.667,684.18,682.758,684.651,684.18,684.981,684.981,686.737,678.072,678.304,726.644,611.658,673.864,698.415,691.404,716.421,733.362,697.904,702.615,700.912
"Nov 1985",689.894,697.775,686.237,703.898,700.276,705.033,707.342,703.659,653.279,671.558,669.904,675.671,684.172,682.765,684.644,684.172,684.957,684.957,686.705,678.068,678.292,726.502,611.645,673.824,698.929,691.398,716.428,733.433,697.828,702.587,700.886
"Dec 1985",689.963,697.704,686.207,703.77,700.162,704.905,707.229,703.582,653.156,671.731,670.05,675.677,684.166,682.772,684.64,684.166,684.94,684.94,686.683,678.065,678.281,726.376,611.636,673.786,699.178,691.391,716.432,733.506,697.761,702.565,700.857
"Jan 1986",690.006,697.631,686.18,703.64,700.047,704.776,707.109,703.506,653.032,671.864,670.163,675.683,684.163,682.778,684.637,684.163,684.926,684.926,686.663,678.063,678.27,726.252,611.623,673.748,699.325,691.382,716.434,733.581,697.694,702.537,700.819
"Feb 1986",690.037,697.56,686.153,703.514,699.936,704.648,706.987,703.43,652.912,671.968,670.254,675.688,684.159,682.785,684.634,684.159,684.913,684.913,686.642,678.061,678.258,726.131,611.615,673.712,699.414,691.374,716.435,733.654,697.626,702.507,700.777
"Mar 1986",690.059,697.496,686.129,703.402,699.838,704.534,706.876,703.362,652.806,672.043,670.312,675.693,684.157,682.791,684.632,684.157,684.9,684.9,686.621,678.06,678.248,726.023,611.612,673.681,699.458,691.368,716.436,733.716,697.564,702.477,700.735
"Apr 1986",690.09,697.427,686.1,703.281,699.732,704.411,706.757,703.287,652.692,672.12,670.39,675.698,684.153,682.798,684.629,684.153,684.886,684.886,686.596,678.058,678.236,725.905,611.614,673.651,699.507,691.364,716.437,733.783,697.496,702.445,700.69
"May 1986",690.131,697.364,686.072,703.167,699.632,704.297,706.646,703.217,652.587,672.185,670.447,675.702,684.15,682.804,684.626,684.15,684.872,684.872,686.57,678.056,678.225,725.796,611.641,673.628,699.542,691.365,716.443,733.849,697.432,702.425,700.654
"Jun 1986",690.17,697.301,686.044,703.052,699.531,704.181,706.534,703.146,652.483,672.246,670.505,675.706,684.145,682.809,684.622,684.145,684.856,684.856,686.542,678.054,678.213,725.686,611.648,673.608,699.574,691.367,716.447,733.914,697.369,702.401,700.614
"Jul 1986",690.02,697.241,686.004,702.944,699.433,704.062,706.37,703.049,652.385,672.007,669.737,675.705,684.137,682.813,684.615,684.137,684.833,684.833,686.495,678.051,678.201,725.564,611.659,673.59,698.795,691.353,716.441,733.957,697.28,702.334,700.497
"Aug 1986",689.946,697.179,685.954,702.833,699.331,703.935,706.213,702.934,652.285,671.868,669.638,675.701,684.123,682.812,684.603,684.123,684.8,684.8,686.436,678.047,678.186,725.427,611.65,673.57,698.366,691.339,716.437,733.988,697.18,702.245,700.375
"Sep 1986",689.9,697.116,685.9,702.725,699.228,703.809,706.069,702.815,652.186,671.782,669.57,675.696,684.104,682.807,684.588,684.104,684.763,684.763,686.374,678.041,678.169,725.286,611.641,673.55,698.086,691.326,716.434,734.016,697.081,702.151,700.262
"Oct 1986",689.873,697.057,685.847,702.622,699.127,703.691,705.94,702.7,652.093,671.716,669.493,675.691,684.084,682.799,684.572,684.084,684.726,684.726,686.316,678.035,678.152,725.153,611.649,673.53,697.86,691.314,716.433,734.044,696.99,702.069,700.165
"Nov 1986",690.029,696.996,685.805,702.517,699.023,703.581,705.871,702.611,651.999,671.968,670.27,675.69,684.064,682.789,684.555,684.064,684.691,684.691,686.275,678.028,678.133,725.033,611.64,673.509,698.526,691.316,716.442,734.092,696.929,702.029,700.148
"Dec 1986",690.099,696.937,685.771,702.417,698.926,703.48,705.796,702.54,651.91,672.122,670.398,675.691,684.048,682.781,684.542,684.048,684.666,684.666,686.248,678.023,678.116,724.931,611.635,673.487,698.859,691.316,716.447,734.146,696.88,702,700.133
"Jan 1987",690.134,696.877,685.739,702.315,698.828,703.377,705.71,702.471,651.82,672.23,670.487,675.693,684.033,682.772,684.531,684.033,684.644,684.644,686.223,678.018,678.099,724.832,611.623,673.465,699.059,691.313,716.448,734.203,696.831,701.967,700.11
"Feb 1987",690.152,696.817,685.708,702.215,698.732,703.275,705.618,702.402,651.732,672.308,670.552,675.694,684.02,682.765,684.52,684.02,684.623,684.623,686.197,678.014,678.082,724.736,611.615,673.443,699.184,691.309,716.449,734.257,696.78,701.93,700.08
"Mar 1987",690.164,696.764,685.68,702.127,698.648,703.184,705.533,702.34,651.654,672.359,670.586,675.696,684.009,682.759,684.511,684.009,684.605,684.605,686.172,678.01,678.068,724.651,611.622,673.425,699.251,691.307,716.45,734.304,696.732,701.897,700.05
"Apr 1987",690.181,696.706,685.648,702.03,698.558,703.084,705.439,702.272,651.57,672.41,670.639,675.697,683.996,682.753,684.5,683.996,684.583,684.583,686.143,678.007,678.052,724.557,611.617,673.408,699.322,691.307,716.451,734.354,696.68,701.86,700.016
"May 1987",690.195,696.652,685.617,701.939,698.471,702.989,705.349,702.206,651.492,672.449,670.67,675.697,683.983,682.746,684.488,683.983,684.562,684.562,686.113,678.003,678.037,724.468,611.624,673.393,699.369,691.308,716.452,734.4,696.629,701.825,699.981
"Jun 1987",690.204,696.596,685.583,701.846,698.384,702.892,705.256,702.137,651.412,672.484,670.704,675.697,683.969,682.739,684.475,683.969,684.54,684.54,686.081,677.997,678.021,724.376,611.624,673.38,699.412,691.31,716.453,734.445,696.576,701.783,699.943
"Jul 1987",690.002,696.541,685.54,701.759,698.3,702.788,705.097,702.038,651.335,672.177,669.791,675.691,683.951,682.731,684.459,683.951,684.509,684.509,686.028,677.988,678.002,724.27,611.621,673.369,698.507,691.294,716.442,734.465,696.491,701.692,699.818
"Aug 1987",689.884,696.485,685.484,701.669,698.21,702.675,704.947,701.918,651.257,671.987,669.645,675.681,683.926,682.717,684.437,683.926,684.468,684.468,685.961,677.973,677.98,724.145,611.606,673.355,698.004,691.278,716.434,734.472,696.393,701.579,699.688
"Sep 1987",689.803,696.429,685.424,701.581,698.119,702.564,704.812,701.794,651.181,671.858,669.536,675.67,683.897,682.701,684.412,683.897,684.422,684.422,685.891,677.955,677.955,724.016,611.595,673.34,697.675,691.264,716.429,734.476,696.297,701.473,699.568
"Oct 1987",689.739,696.375,685.363,701.497,698.029,702.457,704.691,701.672,651.109,671.754,669.419,675.659,683.866,682.681,684.385,683.866,684.375,684.375,685.823,677.934,677.929,723.89,611.585,673.323,697.407,691.249,716.424,734.48,696.208,701.376,699.46
"Nov 1987",689.886,696.32,685.309,701.41,697.935,702.361,704.641,701.579,651.034,672.018,670.297,675.651,683.834,682.658,684.357,683.834,684.33,684.33,685.773,677.911,677.901,723.778,611.567,673.303,698.198,691.25,716.431,734.507,696.154,701.323,699.44
"Dec 1987",689.938,696.267,685.267,701.327,697.847,702.272,704.585,701.507,650.964,672.173,670.422,675.646,683.806,682.636,684.333,683.806,684.295,684.295,685.739,677.89,677.875,723.686,611.559,673.282,698.596,691.249,716.434,734.543,696.116,701.288,699.425
"Jan 1988",689.956,696.213,685.23,701.243,697.758,702.183,704.517,701.44,650.892,672.273,670.501,675.643,683.781,682.616,684.311,683.781,684.264,684.264,685.708,677.87,677.849,723.599,611.548,673.261,698.835,691.246,716.434,734.583,696.077,701.252,699.404
"Feb 1988",689.96,696.159,685.196,701.159,697.672,702.094,704.442,701.374,650.822,672.341,670.554,675.639,683.758,682.597,684.291,683.758,684.236,684.236,685.678,677.852,677.824,723.517,611.539,673.241,698.986,691.242,716.434,734.62,696.037,701.214,699.377
"Mar 1988",689.954,696.109,685.165,701.082,697.594,702.011,704.368,701.312,650.757,672.383,670.58,675.636,683.737,682.581,684.274,683.737,684.21,684.21,685.649,677.836,677.802,723.441,611.535,673.223,699.076,691.24,716.434,734.653,695.998,701.176,699.346
"Apr 1988",689.95,696.057,685.131,701.002,697.512,701.923,704.288,701.246,650.689,672.42,670.617,675.632,683.716,682.565,684.255,683.716,684.183,684.183,685.617,677.819,677.778,723.36,611.527,673.206,699.157,691.239,716.433,734.686,695.954,701.133,699.311
"May 1988",689.943,696.007,685.098,700.925,697.434,701.838,704.21,701.181,650.626,672.445,670.633,675.628,683.696,682.55,684.237,683.696,684.157,684.157,685.584,677.803,677.755,723.283,611.528,673.193,699.213,691.241,716.434,734.716,695.911,701.093,699.275
"Jun 1988",689.939,695.958,685.063,700.847,697.355,701.752,704.131,701.114,650.562,672.466,670.653,675.623,683.675,682.535,684.219,683.675,684.13,684.13,685.55,677.787,677.732,723.204,611.531,673.182,699.264,691.244,716.435,734.747,695.867,701.052,699.238
"Jul 1988",689.713,695.912,685.018,700.773,697.279,701.659,703.979,701.017,650.503,672.119,669.647,675.614,683.652,682.519,684.198,683.652,684.094,684.094,685.493,677.77,677.708,723.111,611.539,673.173,698.283,691.229,716.424,734.752,695.79,700.966,699.109
"Aug 1988",689.582,695.863,684.96,700.698,697.198,701.557,703.835,700.897,650.441,671.897,669.472,675.6,683.621,682.499,684.172,683.621,684.049,684.049,685.422,677.748,677.681,722.999,611.531,673.164,697.738,691.215,716.418,734.745,695.696,700.857,698.986
"Sep 1988",689.491,695.814,684.896,700.624,697.114,701.455,703.707,700.771,650.38,671.743,669.338,675.585,683.587,682.475,684.142,683.587,683.998,683.998,685.347,677.724,677.651,722.88,611.526,673.154,697.38,691.203,716.414,734.737,695.603,700.747,698.909
"Oct 1988",689.421,695.768,684.833,700.553,697.031,701.359,703.594,700.648,650.322,671.616,669.195,675.571,683.55,682.448,684.11,683.55,683.946,683.946,685.275,677.7,677.621,722.763,611.525,673.142,697.09,691.19,716.411,734.729,695.517,700.648,698.82
"Nov 1988",689.533,695.721,684.776,700.48,696.944,701.271,703.545,700.551,650.264,671.824,669.962,675.56,683.512,682.419,684.077,683.512,683.895,683.895,685.217,677.671,677.588,722.657,611.514,673.127,697.776,691.192,716.418,734.743,695.462,700.587,698.766
"Dec 1988",689.562,695.676,684.729,700.41,696.862,701.19,703.491,700.473,650.208,671.938,670.047,675.552,683.479,682.392,684.048,683.479,683.854,683.854,685.175,677.646,677.557,722.568,611.511,673.111,698.112,691.191,716.421,734.766,695.422,700.542,698.728
"Jan 1989",689.565,695.63,684.686,700.338,696.778,701.108,703.428,700.4,650.151,672.008,670.104,675.545,683.448,682.365,684.022,683.448,683.816,683.816,685.137,677.622,677.527,722.486,611.503,673.094,698.319,691.187,716.423,734.792,695.384,700.497,698.692
"Feb 1989",689.556,695.584,684.646,700.268,696.698,701.026,703.359,700.329,650.095,672.05,670.133,675.538,683.419,682.34,683.997,683.419,683.782,683.782,685.101,677.599,677.498,722.408,611.498,673.076,698.447,691.183,716.423,734.818,695.345,700.452,698.657
"Mar 1989",689.535,695.543,684.611,700.205,696.626,700.952,703.292,700.265,650.045,672.063,670.115,675.532,683.394,682.318,683.976,683.394,683.752,683.752,685.067,677.58,677.472,722.339,611.499,673.062,698.493,691.18,716.423,734.839,695.308,700.408,698.621
"Apr 1989",689.522,695.499,684.572,700.136,696.549,700.871,703.219,700.193,649.99,672.084,670.153,675.525,683.367,682.296,683.953,683.367,683.719,683.719,685.029,677.559,677.444,722.263,611.488,673.047,698.57,691.177,716.423,734.86,695.266,700.358,698.581
"May 1989",689.506,695.457,684.536,700.072,696.475,700.793,703.147,700.124,649.939,672.092,670.15,675.519,683.342,682.275,683.932,683.342,683.688,683.688,684.992,677.54,677.418,722.191,611.494,673.035,698.613,691.177,716.423,734.88,695.225,700.312,698.542
"Jun 1989",689.49,695.414,684.499,700.006,696.402,700.714,703.074,700.052,649.887,672.101,670.162,675.512,683.318,682.255,683.911,683.318,683.657,683.657,684.955,677.521,677.392,722.117,611.49,673.024,698.66,691.177,716.424,734.9,695.183,700.263,698.502
"Jul 1989",688.953,695.374,684.442,699.945,696.329,700.61,702.824,699.905,649.838,671.245,667.697,675.494,683.287,682.234,683.884,683.287,683.61,683.61,684.871,677.499,677.365,722.008,611.494,673.014,696.16,691.133,716.396,734.864,695.058,700.11,698.348
"Aug 1989",688.654,695.333,684.363,699.882,696.247,700.491,702.595,699.709,649.788,670.684,667.221,675.469,683.243,682.204,683.847,683.243,683.543,683.543,684.759,677.469,677.331,721.86,611.49,673.002,694.666,691.094,716.381,734.803,694.898,699.963,698.155
"Sep 1989",688.458,695.293,684.272,699.82,696.159,700.371,702.403,699.499,649.739,670.286,666.851,675.441,683.19,682.167,683.802,683.19,683.466,683.466,684.639,677.435,677.293,721.697,611.488,672.986,693.601,691.06,716.372,734.74,694.735,699.854,697.964
"Oct 1989",688.326,695.255,684.178,699.759,696.068,700.258,702.242,699.293,649.693,669.957,666.465,675.414,683.133,682.125,683.754,683.133,683.385,683.385,684.522,677.399,677.253,721.544,611.494,672.966,692.683,691.026,716.366,734.684,694.586,699.73,697.8
"Nov 1989",688.772,695.216,684.1,699.694,695.972,700.176,702.288,699.169,649.646,670.627,668.975,675.398,683.077,682.078,683.706,683.077,683.313,683.313,684.449,677.359,677.211,721.42,611.487,672.94,695.018,691.037,716.391,734.691,694.529,699.648,697.724
"Dec 1989",688.941,695.179,684.047,699.632,695.883,700.11,702.317,699.1,649.6,671.032,669.306,675.391,683.032,682.036,683.669,683.032,683.264,683.264,684.415,677.327,677.174,721.334,611.487,672.912,696.297,691.04,716.405,734.729,694.524,699.606,697.705
"Jan 1990",689.01,695.141,684.009,699.569,695.796,700.046,702.316,699.053,649.554,671.29,669.501,675.387,682.994,681.998,683.638,682.994,683.227,683.227,684.396,677.3,677.14,721.267,611.481,672.88,697.074,691.036,716.413,734.776,694.533,699.583,697.707
"Feb 1990",689.041,695.103,683.98,699.506,695.714,699.98,702.294,699.013,649.508,671.458,669.629,675.384,682.964,681.966,683.613,682.964,683.198,683.198,684.381,677.276,677.109,721.213,611.48,672.85,697.559,691.031,716.417,734.82,694.542,699.568,697.715
"Mar 1990",689.05,695.07,683.956,699.45,695.645,699.919,702.261,698.977,649.467,671.557,669.69,675.382,682.941,681.941,683.594,682.941,683.176,683.176,684.367,677.257,677.084,721.169,611.482,672.825,697.84,691.029,716.42,734.856,694.543,699.556,697.72
"Apr 1990",689.061,695.034,683.931,699.39,695.571,699.851,702.219,698.936,649.423,671.645,669.778,675.379,682.918,681.917,683.575,682.918,683.153,683.153,684.349,677.237,677.058,721.122,611.476,672.802,698.093,691.029,716.421,734.891,694.538,699.542,697.722
"May 1990",689.068,695,683.906,699.333,695.504,699.784,702.172,698.895,649.381,671.705,669.822,675.376,682.898,681.898,683.557,682.898,683.132,683.132,684.328,677.22,677.035,721.078,611.481,672.784,698.27,691.034,716.423,734.922,694.528,699.527,697.72
"Jun 1990",689.074,694.966,683.88,699.275,695.436,699.716,702.122,698.851,649.339,671.754,669.868,675.373,682.879,681.88,683.54,682.879,683.11,683.11,684.305,677.204,677.012,721.031,611.485,672.77,698.423,691.043,716.425,734.952,694.514,699.51,697.714
"Jul 1990",688.734,694.934,683.84,699.221,695.371,699.632,701.951,698.756,649.3,671.22,668.269,675.362,682.855,681.862,683.52,682.855,683.077,683.077,684.249,677.186,676.989,720.964,611.499,672.762,696.912,691.024,716.41,734.943,694.444,699.463,697.643
"Aug 1990",688.562,694.902,683.783,699.166,695.301,699.538,701.79,698.628,649.26,670.878,667.995,675.346,682.824,681.84,683.493,682.824,683.03,683.03,684.172,677.164,676.962,720.87,611.501,672.756,696.049,691.011,716.401,734.916,694.345,699.386,697.537
"Sep 1990",688.454,694.871,683.719,699.112,695.227,699.443,701.652,698.487,649.221,670.64,667.785,675.328,682.787,681.813,683.461,682.787,682.976,682.976,684.088,677.139,676.933,720.761,611.5,672.75,695.472,691,716.396,734.888,694.241,699.296,697.418
"Oct 1990",688.371,694.84,683.653,699.059,695.152,699.351,701.534,698.345,649.183,670.443,667.56,675.311,682.746,681.783,683.426,682.746,682.919,682.919,684.006,677.112,676.902,720.65,611.497,672.741,695.001,690.988,716.393,734.86,694.144,699.203,697.305
"Nov 1990",688.653,694.808,683.594,699.004,695.072,699.278,701.55,698.251,649.143,670.896,669.17,675.3,682.705,681.75,683.39,682.705,682.866,682.866,683.95,677.082,676.869,720.554,611.485,672.729,696.527,691.005,716.408,734.873,694.107,699.137,697.248
"Dec 1990",688.754,694.777,683.552,698.951,694.998,699.216,701.557,698.194,649.104,671.169,669.392,675.294,682.671,681.719,683.362,682.671,682.827,682.827,683.92,677.058,676.84,720.482,611.483,672.717,697.338,691.016,716.416,734.905,694.102,699.097,697.227
"Jan 1991",688.791,694.745,683.518,698.897,694.924,699.155,701.545,698.15,649.065,671.345,669.525,675.291,682.642,681.691,683.337,682.642,682.796,682.796,683.899,677.036,676.812,720.425,611.475,672.703,697.837,691.021,716.42,734.941,694.107,699.071,697.221
"Feb 1991",688.802,694.714,683.49,698.843,694.854,699.093,701.518,698.11,649.026,671.461,669.614,675.288,682.617,681.667,683.317,682.617,682.771,682.771,683.881,677.016,676.786,720.377,611.471,672.691,698.158,691.027,716.422,734.976,694.112,699.051,697.219
"Mar 1991",688.8,694.686,683.466,698.796,694.793,699.037,701.484,698.075,648.992,671.529,669.655,675.286,682.598,681.648,683.3,682.598,682.75,682.75,683.864,677,676.765,720.338,611.473,672.683,698.349,691.033,716.423,735.004,694.112,699.036,697.217
"Apr 1991",688.799,694.656,683.441,698.744,694.729,698.974,701.442,698.036,648.954,671.59,669.716,675.283,682.578,681.63,683.284,682.578,682.728,682.728,683.844,676.984,676.742,720.298,611.465,672.676,698.528,691.041,716.424,735.031,694.108,699.019,697.213
